id,age,workclass,education,marital_status,occupation,relationship,race,hours_per_week
4536,32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
4537,51,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,40
4538,36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,60
4539,59,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,16
4540,33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Own-child,White,20
4541,23,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,30
4542,29,Private,Some-college,Divorced,Sales,Unmarried,White,54
4543,25,?,Some-college,Never-married,?,Own-child,White,40
4544,70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,40
4545,51,Self-emp-not-inc,Assoc-acdm,Separated,Sales,Not-in-family,Black,30
4546,23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,40
4547,25,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,40
4548,42,Private,Bachelors,Divorced,Other-service,Not-in-family,White,40
4549,33,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,50
4550,41,Private,Bachelors,Divorced,Other-service,Not-in-family,White,37
4551,42,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,42
4552,64,?,Assoc-voc,Married-civ-spouse,?,Wife,White,15
4553,40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,40
4554,23,Private,Some-college,Never-married,Sales,Own-child,White,25
4555,38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,45
4556,47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,40
4557,34,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,50
4558,51,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,40
4559,53,Private,Some-college,Married-civ-spouse,Sales,Husband,White,60
4560,22,Private,HS-grad,Never-married,Sales,Not-in-family,Other,45
4561,40,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,50
4562,31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,43
4563,36,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,50
4564,24,Private,HS-grad,Separated,Machine-op-inspct,Own-child,Black,40
4565,25,Private,Masters,Never-married,Sales,Not-in-family,White,20
4566,32,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,40
4567,34,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,40
4568,36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,40
4569,59,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
4570,37,Private,9th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,40
4571,35,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,40
4572,23,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,22
4573,38,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,60
4574,39,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,40
4575,41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
4576,31,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,40
4577,42,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,45
4578,24,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,40
4579,22,?,Some-college,Never-married,?,Not-in-family,Black,35
4580,47,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,50
4581,53,Private,12th,Divorced,Farming-fishing,Own-child,White,40
4582,26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,40
4583,31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
4584,52,Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Black,40
4585,50,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,60
4586,62,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,40
4587,29,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,35
4588,48,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,40
4589,26,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,35
4590,24,Private,9th,Divorced,Other-service,Own-child,White,35
4591,18,Private,11th,Never-married,Other-service,Own-child,White,15
4592,40,Private,HS-grad,Separated,Other-service,Not-in-family,White,40
4593,40,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,40
4594,34,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,40
4595,40,Private,Bachelors,Married-spouse-absent,Sales,Not-in-family,White,40
4596,30,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,34
4597,50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,50
4598,63,Private,10th,Separated,Machine-op-inspct,Not-in-family,Black,40
4599,45,Local-gov,HS-grad,Widowed,Protective-serv,Not-in-family,White,40
4600,50,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,40
4601,22,Private,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,Black,40
4602,33,Private,Assoc-acdm,Divorced,Exec-managerial,Own-child,White,40
4603,31,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,40
4604,41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
4605,30,?,HS-grad,Never-married,?,Own-child,White,30
4606,47,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,40
4607,20,Federal-gov,Some-college,Never-married,Adm-clerical,Other-relative,White,40
4608,38,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,48
4609,33,Private,HS-grad,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,40
4610,35,State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,40
4611,74,?,Some-college,Widowed,?,Not-in-family,White,3
4612,36,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,50
4613,65,Private,Masters,Separated,Exec-managerial,Not-in-family,Black,20
4614,45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,50
4615,20,Private,Some-college,Never-married,Other-service,Own-child,White,25
4616,51,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,70
4617,20,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,40
4618,35,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Other-relative,White,40
4619,24,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,20
4620,36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,45
4621,43,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,40
4622,29,Private,Masters,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,42
4623,30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,22
4624,35,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,40
4625,56,?,Some-college,Never-married,?,Not-in-family,Black,40
4626,33,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,50
4627,20,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,40
4628,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,50
4629,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
4630,20,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,40
4631,27,Private,HS-grad,Never-married,Sales,Not-in-family,White,50
4632,34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,40
4633,29,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,40
4634,18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,30
4635,33,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,30
4636,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,40
4637,37,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Black,32
4638,54,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,40
4639,17,Private,10th,Married-civ-spouse,Sales,Own-child,White,30
4640,32,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,40
4641,34,Federal-gov,Assoc-acdm,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,60
4642,47,?,HS-grad,Married-civ-spouse,?,Wife,White,8
4643,51,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
4644,28,State-gov,Bachelors,Never-married,Tech-support,Own-child,Asian-Pac-Islander,20
4645,55,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,99
4646,26,Private,12th,Never-married,Craft-repair,Not-in-family,White,40
4647,57,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,60
4648,32,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,40
4649,18,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,37
4650,33,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,50
4651,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,45
4652,31,Private,10th,Married-civ-spouse,Sales,Husband,White,40
4653,21,Private,HS-grad,Never-married,Other-service,Own-child,Black,36
4654,24,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,40
4655,30,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,60
4656,32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
4657,39,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,40
4658,67,?,Some-college,Married-civ-spouse,?,Husband,White,40
4659,56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,50
4660,22,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,35
4661,23,?,10th,Married-civ-spouse,?,Wife,White,40
4662,23,Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,40
4663,26,Self-emp-not-inc,5th-6th,Never-married,Prof-specialty,Unmarried,White,14
4664,49,Private,Masters,Married-civ-spouse,Protective-serv,Husband,White,78
4665,33,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,40
4666,38,Private,10th,Never-married,Other-service,Not-in-family,White,40
4667,43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,50
4668,28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,40
4669,41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,40
4670,30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,40
4671,58,Federal-gov,11th,Divorced,Craft-repair,Not-in-family,Black,40
4672,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,43
4673,17,Local-gov,9th,Never-married,Other-service,Own-child,White,45
4674,66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,40
4675,31,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,40
4676,30,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,40
4677,54,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,40
4678,39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,72
4679,22,Private,11th,Never-married,Sales,Unmarried,White,25
4680,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,30
4681,50,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,40
4682,27,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,55
4683,39,Private,11th,Married-civ-spouse,Other-service,Husband,Other,40
4684,26,Private,HS-grad,Never-married,Other-service,Not-in-family,White,40
4685,44,Self-emp-inc,HS-grad,Divorced,Other-service,Unmarried,White,33
4686,36,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,40
4687,27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,50
4688,27,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
4689,35,State-gov,HS-grad,Never-married,Tech-support,Own-child,White,40
4690,44,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,40
4691,27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,50
4692,24,?,Some-college,Never-married,?,Unmarried,White,40
4693,47,Private,1st-4th,Married-spouse-absent,Farming-fishing,Not-in-family,White,12
4694,63,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
4695,42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,45
4696,51,Private,7th-8th,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,40
4697,40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,72
4698,27,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,45
4699,41,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,80
4700,47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,40
4701,62,?,HS-grad,Never-married,?,Not-in-family,White,40
4702,17,Private,11th,Never-married,Sales,Own-child,White,9
4703,43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,40
4704,26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,40
4705,22,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,40
4706,37,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,40
4707,51,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,38
4708,25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
4709,48,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,30
4710,47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,42
4711,18,Private,HS-grad,Never-married,Sales,Other-relative,White,30
4712,27,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,40
4713,54,Private,Some-college,Divorced,Protective-serv,Unmarried,White,40
4714,22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,98
4715,26,Private,9th,Never-married,Other-service,Own-child,White,38
4716,29,?,Some-college,Divorced,?,Unmarried,White,40
4717,51,Private,HS-grad,Divorced,Other-service,Not-in-family,White,40
4718,42,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,40
4719,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
4720,19,Private,11th,Never-married,Other-service,Own-child,White,28
4721,47,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,30
4722,18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,20
4723,21,Private,Some-college,Never-married,Sales,Own-child,White,24
4724,30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,40
4725,52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,60
4726,39,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,50
4727,43,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,45
4728,60,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Black,40
4729,54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40
4730,71,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,30
4731,25,Private,Some-college,Never-married,Sales,Own-child,Black,30
4732,36,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,40
4733,45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,30
4734,22,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,35
4735,27,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,40
4736,67,Self-emp-not-inc,Bachelors,Widowed,Sales,Not-in-family,White,30
4737,22,Private,11th,Widowed,Sales,Own-child,Black,35
4738,28,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,42
4739,37,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,40
4740,54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,45
4741,25,Private,10th,Separated,Other-service,Own-child,White,25
4742,47,Local-gov,Some-college,Never-married,Other-service,Own-child,White,20
4743,39,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,12
4744,33,Private,10th,Never-married,Other-service,Own-child,Black,20
4745,30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,60
4746,26,Private,12th,Never-married,Craft-repair,Unmarried,White,40
4747,45,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,40
4748,58,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,40
4749,33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,46
4750,32,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,65
4751,25,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,55
4752,21,Private,Some-college,Never-married,Other-service,Not-in-family,White,35
4753,61,Private,HS-grad,Divorced,Sales,Not-in-family,White,40
4754,30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,50
4755,23,Private,10th,Married-civ-spouse,Other-service,Husband,White,30
4756,41,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,50
4757,30,Federal-gov,9th,Married-civ-spouse,Tech-support,Husband,White,40
4758,42,Federal-gov,HS-grad,Separated,Other-service,Other-relative,Black,40
4759,41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,40
4760,25,State-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,20
4761,29,Private,HS-grad,Separated,Priv-house-serv,Unmarried,Black,55
4762,45,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,40
4763,50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,80
4764,57,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,40
4765,19,Private,11th,Never-married,Handlers-cleaners,Own-child,White,40
4766,54,Private,HS-grad,Married-spouse-absent,Exec-managerial,Not-in-family,White,43
4767,22,?,HS-grad,Never-married,?,Own-child,White,40
4768,27,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,40
4769,58,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,50
4770,24,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,40
4771,20,?,Some-college,Never-married,?,Own-child,Black,40
4772,33,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,50
4773,47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,40
4774,34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,42
4775,24,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,40
4776,90,?,7th-8th,Separated,?,Not-in-family,White,15
4777,29,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,40
4778,48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,70
4779,36,Private,HS-grad,Never-married,Other-service,Unmarried,White,30
4780,34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,40
4781,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,60
4782,44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,60
4783,41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,45
4784,50,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,40
4785,22,Private,Some-college,Never-married,Tech-support,Own-child,White,40
4786,35,Private,10th,Divorced,Sales,Unmarried,White,38
4787,54,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,38
4788,47,Private,7th-8th,Married-spouse-absent,Other-service,Unmarried,White,30
4789,24,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Black,20
4790,39,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,45
4791,46,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,40
4792,50,Private,HS-grad,Divorced,Other-service,Not-in-family,White,40
4793,55,Private,HS-grad,Widowed,Sales,Not-in-family,White,38
4794,37,Private,HS-grad,Never-married,Other-service,Not-in-family,White,75
4795,76,Local-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,30
4796,20,Private,Some-college,Never-married,Other-service,Not-in-family,White,30
4797,41,Private,Some-college,Never-married,Other-service,Not-in-family,Black,20
4798,44,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,88
4799,55,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,55
4800,31,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,35
4801,29,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,45
4802,34,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,40
4803,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
4804,32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,8
4805,41,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,55
4806,39,Self-emp-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,60
4807,33,Private,HS-grad,Divorced,Sales,Not-in-family,Asian-Pac-Islander,45
4808,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,30
4809,23,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,25
4810,42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,44
4811,29,Private,Some-college,Divorced,Handlers-cleaners,Unmarried,White,36
4812,25,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,40
4813,41,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,40
4814,21,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,40
4815,38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,40
4816,34,Private,Bachelors,Never-married,Sales,Not-in-family,White,40
4817,32,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,40
4818,23,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,50
4819,37,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,40
4820,45,Private,Bachelors,Divorced,Other-service,Not-in-family,White,45
4821,43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,42
4822,36,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Other,40
4823,23,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,55
4824,26,Private,Some-college,Separated,Farming-fishing,Own-child,White,40
4825,19,Private,Some-college,Never-married,Sales,Own-child,White,15
4826,26,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,60
4827,20,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,30
4828,32,Private,Assoc-voc,Widowed,Tech-support,Unmarried,Black,40
4829,36,Private,Bachelors,Divorced,Sales,Other-relative,Asian-Pac-Islander,40
4830,65,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,35
4831,46,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,40
4832,43,Private,HS-grad,Divorced,Adm-clerical,Other-relative,Black,38
4833,25,?,Assoc-voc,Never-married,?,Own-child,White,90
4834,32,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,70
4835,58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,40
4836,20,Private,Some-college,Never-married,Sales,Own-child,White,10
4837,20,Private,Some-college,Never-married,Other-service,Own-child,White,20
4838,21,Private,Some-college,Never-married,Transport-moving,Own-child,White,50
4839,40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,40
4840,17,Private,10th,Never-married,Other-service,Own-child,White,10
4841,26,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Other,40
4842,21,Private,HS-grad,Never-married,Other-service,Other-relative,Black,40
4843,34,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,45
4844,53,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,35
4845,32,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,70
4846,37,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,80
4847,61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,50
4848,47,?,Some-college,Divorced,?,Not-in-family,Amer-Indian-Eskimo,35
4849,24,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,98
4850,39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,60
4851,36,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,45
4852,45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,50
4853,42,Self-emp-inc,Some-college,Never-married,Sales,Not-in-family,White,60
4854,37,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,37
4855,40,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,44
4856,36,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,40
4857,55,?,Masters,Married-civ-spouse,?,Husband,White,40
4858,22,Private,Bachelors,Never-married,Other-service,Not-in-family,White,30
4859,38,Private,HS-grad,Separated,Sales,Not-in-family,White,60
4860,29,Private,Some-college,Divorced,Tech-support,Unmarried,White,40
4861,51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,47
4862,56,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,40
4863,41,Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,10
4864,34,Federal-gov,Some-college,Never-married,Craft-repair,Other-relative,White,40
4865,28,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,40
4866,29,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,40
4867,22,?,Some-college,Never-married,?,Not-in-family,White,40
4868,62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,50
4869,20,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,40
4870,42,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,40
4871,63,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,40
4872,26,State-gov,Some-college,Never-married,Protective-serv,Own-child,White,40
4873,45,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,60
4874,39,Private,Bachelors,Divorced,Sales,Not-in-family,White,40
4875,26,Private,Some-college,Never-married,Other-service,Not-in-family,White,40
4876,64,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,32
4877,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,40
4878,43,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,40
4879,43,?,HS-grad,Never-married,?,Other-relative,White,40
4880,47,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,80
4881,71,?,Some-college,Widowed,?,Not-in-family,White,14
4882,55,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,40
4883,19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,10
4884,18,Private,Some-college,Never-married,Sales,Own-child,White,25
4885,43,Private,Prof-school,Married-spouse-absent,Prof-specialty,Not-in-family,White,40
4886,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,50
4887,17,?,10th,Never-married,?,Own-child,White,15
4888,34,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,27
4889,21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,40
4890,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,40
4891,27,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,40
4892,41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,40
4893,43,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,35
4894,43,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,40
4895,30,Private,Bachelors,Never-married,Sales,Not-in-family,White,50
4896,60,?,9th,Widowed,?,Not-in-family,White,40
4897,39,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,49
4898,44,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,42
