id,room_type,price,minimum_nights,number_of_reviews
12045,Private room,160,2,2
12046,Entire home/apt,625,5,12
12047,Entire home/apt,180,1,1
12048,Private room,100,4,14
12049,Entire home/apt,250,5,0
12050,Entire home/apt,160,7,3
12051,Entire home/apt,185,2,0
12052,Private room,85,2,10
12053,Private room,75,2,0
12054,Private room,30,21,0
12055,Private room,60,30,2
12056,Private room,90,1,2
12057,Entire home/apt,275,1,35
12058,Entire home/apt,290,5,1
12059,Entire home/apt,225,8,0
12060,Entire home/apt,350,2,13
12061,Entire home/apt,159,30,5
12062,Private room,150,10,0
12063,Private room,60,3,8
12064,Entire home/apt,395,14,39
12065,Private room,125,1,0
12066,Entire home/apt,97,1,4
12067,Entire home/apt,198,2,16
12068,Private room,175,6,1
12069,Shared room,350,1,5
12070,Entire home/apt,200,2,1
12071,Entire home/apt,150,2,0
12072,Entire home/apt,250,1,0
12073,Entire home/apt,241,30,0
12074,Entire home/apt,276,2,1
12075,Private room,60,5,39
12076,Entire home/apt,349,3,29
12077,Entire home/apt,150,3,36
12078,Private room,70,1,4
12079,Entire home/apt,135,4,0
12080,Entire home/apt,200,1,12
12081,Entire home/apt,135,5,28
12082,Entire home/apt,140,1,22
12083,Entire home/apt,250,31,0
12084,Entire home/apt,150,30,1
12085,Private room,68,10,1
12086,Entire home/apt,560,1,0
12087,Private room,84,2,18
12088,Entire home/apt,190,30,0
12089,Private room,80,1,57
12090,Entire home/apt,135,1,1
12091,Private room,55,1,35
12092,Entire home/apt,140,3,4
12093,Private room,90,1,44
12094,Entire home/apt,120,10,51
12095,Entire home/apt,130,2,34
12096,Entire home/apt,499,2,15
12097,Entire home/apt,172,30,0
12098,Private room,95,3,67
12099,Entire home/apt,129,1,96
12100,Entire home/apt,100,25,0
12101,Entire home/apt,160,1,36
12102,Private room,256,2,16
12103,Entire home/apt,140,4,7
12104,Entire home/apt,241,3,8
12105,Private room,90,4,1
12106,Shared room,100,1,0
12107,Private room,96,1,0
12108,Entire home/apt,160,1,73
12109,Private room,75,4,162
12110,Private room,100,30,1
12111,Private room,135,1,14
12112,Private room,90,3,86
12113,Entire home/apt,600,30,0
12114,Entire home/apt,160,1,5
12115,Entire home/apt,125,5,0
12116,Entire home/apt,89,2,25
12117,Entire home/apt,125,30,2
12118,Entire home/apt,269,30,0
12119,Entire home/apt,110,3,69
12120,Private room,160,3,77
12121,Entire home/apt,890,3,0
12122,Entire home/apt,258,3,57
12123,Entire home/apt,180,29,0
12124,Private room,50,5,4
12125,Entire home/apt,197,3,6
12126,Shared room,35,1,118
12127,Private room,120,3,25
12128,Entire home/apt,180,4,24
12129,Entire home/apt,157,2,13
12130,Entire home/apt,400,3,10
12131,Private room,97,3,64
12132,Entire home/apt,100,3,18
12133,Entire home/apt,225,1,0
12134,Entire home/apt,175,4,30
12135,Entire home/apt,200,4,22
12136,Private room,125,5,0
12137,Entire home/apt,115,3,86
12138,Entire home/apt,200,30,35
12139,Entire home/apt,195,1,4
12140,Entire home/apt,199,2,1
12141,Entire home/apt,150,1,0
12142,Entire home/apt,150,3,28
12143,Private room,55,30,0
12144,Entire home/apt,4000,1,0
12145,Entire home/apt,125,2,28
12146,Entire home/apt,160,1,27
12147,Entire home/apt,140,11,0
12148,Private room,67,1,86
12149,Private room,120,60,140
12150,Entire home/apt,125,3,117
12151,Entire home/apt,130,30,10
12152,Entire home/apt,175,3,6
12153,Private room,50,1,43
12154,Entire home/apt,250,1,1
12155,Entire home/apt,600,5,70
12156,Private room,100,3,64
12157,Entire home/apt,235,1,28
12158,Entire home/apt,175,3,0
12159,Entire home/apt,225,1,22
12160,Private room,65,5,2
12161,Entire home/apt,135,2,115
12162,Entire home/apt,210,5,2
12163,Entire home/apt,130,3,7
12164,Entire home/apt,600,3,0
12165,Entire home/apt,250,2,3
12166,Entire home/apt,130,8,6
12167,Entire home/apt,115,1,0
12168,Private room,100,3,6
12169,Private room,59,30,65
12170,Entire home/apt,180,3,2
12171,Private room,70,4,2
12172,Entire home/apt,150,3,4
12173,Entire home/apt,180,2,0
12174,Private room,95,1,14
12175,Entire home/apt,125,30,8
12176,Private room,56,1,20
12177,Entire home/apt,300,7,6
12178,Entire home/apt,99,1,234
12179,Entire home/apt,115,2,7
12180,Private room,75,14,4
12181,Private room,50,1,3
12182,Private room,80,1,1
12183,Entire home/apt,135,1,168
12184,Entire home/apt,227,30,0
12185,Private room,120,1,12
12186,Entire home/apt,130,9,0
12187,Entire home/apt,135,30,5
12188,Entire home/apt,150,2,10
12189,Private room,300,3,0
12190,Private room,200,5,4
12191,Private room,56,7,1
12192,Private room,150,1,41
12193,Entire home/apt,150,1,0
12194,Entire home/apt,139,90,20
12195,Private room,80,2,50
12196,Entire home/apt,160,2,1
12197,Entire home/apt,150,1,0
12198,Entire home/apt,250,2,4
12199,Entire home/apt,125,4,8
12200,Private room,65,2,18
12201,Entire home/apt,140,5,24
12202,Entire home/apt,390,5,143
12203,Private room,160,3,6
12204,Private room,160,3,24
12205,Private room,150,3,36
12206,Entire home/apt,150,3,9
12207,Entire home/apt,189,31,0
12208,Entire home/apt,500,5,0
12209,Private room,65,4,38
12210,Entire home/apt,96,115,45
12211,Entire home/apt,155,30,0
12212,Private room,50,2,1
12213,Private room,50,2,1
12214,Private room,67,1,8
12215,Entire home/apt,235,30,4
12216,Entire home/apt,250,1,0
12217,Private room,66,1,2
12218,Entire home/apt,150,30,4
12219,Entire home/apt,169,1,67
12220,Entire home/apt,150,2,23
12221,Private room,60,2,4
12222,Entire home/apt,260,3,0
12223,Entire home/apt,145,7,7
12224,Entire home/apt,125,30,0
12225,Entire home/apt,175,2,5
12226,Private room,150,1,107
12227,Entire home/apt,115,5,0
12228,Private room,50,4,3
12229,Entire home/apt,120,17,0
12230,Entire home/apt,150,30,88
12231,Private room,80,3,1
12232,Entire home/apt,250,3,9
12233,Private room,89,1,44
12234,Entire home/apt,116,3,17
12235,Private room,85,1,1
12236,Entire home/apt,198,3,9
12237,Entire home/apt,190,5,5
12238,Entire home/apt,250,3,21
12239,Entire home/apt,200,2,8
12240,Private room,115,2,18
12241,Entire home/apt,160,1,9
12242,Entire home/apt,200,30,9
12243,Entire home/apt,380,5,0
12244,Entire home/apt,140,1,53
12245,Private room,200,1,1
12246,Entire home/apt,250,3,4
12247,Entire home/apt,200,2,4
12248,Private room,40,1,1
12249,Private room,75,1,205
12250,Entire home/apt,250,5,0
12251,Entire home/apt,115,10,0
12252,Private room,33,3,1
12253,Entire home/apt,199,3,1
12254,Entire home/apt,422,5,58
12255,Entire home/apt,1400,90,31
12256,Entire home/apt,650,5,23
12257,Entire home/apt,180,30,6
12258,Private room,85,2,29
12259,Entire home/apt,200,1,0
12260,Entire home/apt,699,6,186
12261,Entire home/apt,150,1,89
12262,Entire home/apt,2000,30,4
12263,Private room,80,1,1
12264,Private room,61,1,1
12265,Shared room,75,1,1
12266,Private room,100,21,0
12267,Entire home/apt,150,7,8
12268,Entire home/apt,250,1,1
12269,Private room,150,1,3
12270,Private room,99,2,3
12271,Shared room,33,100,2
12272,Private room,80,5,9
12273,Entire home/apt,110,30,0
12274,Entire home/apt,188,30,0
12275,Private room,85,4,1
12276,Entire home/apt,90,3,1
12277,Private room,53,30,4
12278,Private room,87,3,27
12279,Entire home/apt,369,30,1
12280,Entire home/apt,225,3,2
12281,Entire home/apt,151,7,12
12282,Entire home/apt,180,2,3
12283,Entire home/apt,350,30,0
12284,Private room,75,2,15
12285,Entire home/apt,499,3,5
12286,Entire home/apt,125,2,15
12287,Entire home/apt,220,5,0
12288,Private room,36,25,0
12289,Entire home/apt,1495,1,11
12290,Entire home/apt,209,7,14
12291,Private room,95,1,13
12292,Private room,87,4,34
12293,Private room,135,2,150
12294,Private room,53,8,37
12295,Private room,181,3,1
12296,Entire home/apt,675,28,0
12297,Private room,100,2,51
12298,Private room,45,1,1
12299,Entire home/apt,159,5,16
12300,Entire home/apt,165,3,23
12301,Private room,100,1,0
12302,Entire home/apt,200,1,40
12303,Private room,105,1,132
12304,Private room,70,30,3
12305,Entire home/apt,199,1,0
12306,Entire home/apt,279,5,2
12307,Entire home/apt,125,4,3
12308,Private room,65,1,43
12309,Entire home/apt,155,1,242
12310,Entire home/apt,250,30,7
12311,Entire home/apt,130,7,5
12312,Entire home/apt,299,3,33
12313,Entire home/apt,425,4,2
12314,Private room,85,1,148
12315,Private room,139,2,31
12316,Private room,200,3,1
12317,Private room,125,1,3
12318,Private room,39,30,0
12319,Entire home/apt,180,3,3
12320,Private room,160,1,148
12321,Entire home/apt,200,2,7
12322,Entire home/apt,250,1,1
12323,Private room,100,30,3
12324,Entire home/apt,125,1,261
12325,Entire home/apt,260,2,20
12326,Entire home/apt,302,30,0
12327,Entire home/apt,212,29,0
12328,Private room,75,2,121
12329,Entire home/apt,249,2,1
12330,Private room,85,2,0
12331,Entire home/apt,265,4,21
12332,Entire home/apt,209,4,2
12333,Entire home/apt,115,3,186
12334,Entire home/apt,300,3,2
12335,Private room,59,7,1
12336,Entire home/apt,92,1,2
12337,Entire home/apt,135,4,39
12338,Entire home/apt,150,1,1
12339,Entire home/apt,199,5,12
12340,Entire home/apt,197,1,0
12341,Private room,90,2,30
12342,Private room,135,2,78
12343,Private room,65,1,61
12344,Entire home/apt,130,2,32
12345,Entire home/apt,370,4,0
12346,Entire home/apt,140,2,4
12347,Entire home/apt,199,2,167
12348,Entire home/apt,175,3,3
12349,Entire home/apt,125,30,7
12350,Entire home/apt,139,5,0
12351,Entire home/apt,225,3,0
12352,Entire home/apt,126,1,31
12353,Entire home/apt,200,6,24
12354,Entire home/apt,280,2,10
12355,Entire home/apt,129,1,0
12356,Entire home/apt,100,3,1
12357,Private room,590,2,0
12358,Entire home/apt,250,5,2
12359,Entire home/apt,1500,30,0
12360,Entire home/apt,295,30,3
12361,Private room,49,1,11
12362,Entire home/apt,160,4,5
12363,Private room,60,2,38
12364,Entire home/apt,225,5,10
12365,Entire home/apt,160,90,0
12366,Entire home/apt,203,2,7
12367,Private room,99,1,277
12368,Private room,54,5,21
12369,Private room,44,2,1
12370,Private room,94,1,30
12371,Private room,35,10,2
12372,Private room,95,1,17
12373,Entire home/apt,199,2,0
12374,Entire home/apt,160,30,36
12375,Entire home/apt,175,1,0
12376,Entire home/apt,180,3,30
12377,Entire home/apt,120,5,83
12378,Entire home/apt,400,3,15
12379,Entire home/apt,295,3,2
12380,Entire home/apt,320,1,0
12381,Entire home/apt,150,2,7
12382,Entire home/apt,140,2,57
12383,Private room,69,10,20
12384,Private room,75,6,2
12385,Entire home/apt,220,4,149
12386,Private room,250,5,0
12387,Private room,59,30,2
12388,Shared room,30,1,17
12389,Entire home/apt,175,1,1
12390,Private room,999,1,12
12391,Entire home/apt,325,3,21
12392,Private room,400,1,0
12393,Entire home/apt,390,15,1
12394,Entire home/apt,165,2,6
12395,Private room,65,7,5
12396,Entire home/apt,210,2,193
12397,Entire home/apt,149,8,19
12398,Entire home/apt,220,7,55
12399,Entire home/apt,209,29,0
12400,Private room,40,1,2
12401,Entire home/apt,145,7,11
12402,Private room,50,1,0
12403,Entire home/apt,260,2,2
12404,Private room,119,3,1
12405,Private room,99,1,134
12406,Entire home/apt,166,3,54
12407,Entire home/apt,215,1,76
12408,Entire home/apt,380,3,4
12409,Entire home/apt,175,1,0
12410,Private room,53,2,47
12411,Private room,87,7,46
12412,Entire home/apt,113,5,0
12413,Private room,60,1,1
12414,Entire home/apt,99,30,8
12415,Private room,75,3,14
12416,Entire home/apt,249,30,1
12417,Entire home/apt,175,30,2
12418,Private room,140,3,2
12419,Entire home/apt,130,30,7
12420,Entire home/apt,100,1,0
12421,Private room,140,31,0
12422,Entire home/apt,120,7,100
12423,Entire home/apt,140,7,8
12424,Private room,78,15,0
12425,Private room,85,4,46
12426,Entire home/apt,840,1,0
12427,Entire home/apt,188,2,12
12428,Entire home/apt,150,3,7
12429,Entire home/apt,85,1,2
12430,Entire home/apt,130,4,0
12431,Entire home/apt,200,1,2
12432,Entire home/apt,285,5,70
12433,Entire home/apt,289,10,169
12434,Entire home/apt,400,3,1
12435,Entire home/apt,200,30,0
12436,Private room,119,1,96
12437,Private room,69,1,1
12438,Entire home/apt,400,5,0
12439,Private room,110,3,58
12440,Private room,110,3,7
12441,Entire home/apt,385,30,0
12442,Entire home/apt,165,4,4
12443,Entire home/apt,389,1,1
12444,Entire home/apt,75,3,3
12445,Entire home/apt,275,2,1
12446,Entire home/apt,135,28,115
12447,Entire home/apt,185,1,6
12448,Private room,98,5,0
12449,Private room,89,1,1
12450,Entire home/apt,150,10,12
12451,Entire home/apt,105,4,18
12452,Entire home/apt,118,2,3
12453,Entire home/apt,154,3,3
12454,Entire home/apt,220,2,76
12455,Private room,250,1,22
12456,Entire home/apt,250,30,48
12457,Entire home/apt,400,2,3
12458,Entire home/apt,100,1,116
12459,Entire home/apt,185,30,8
12460,Private room,110,3,47
12461,Entire home/apt,230,1,17
12462,Entire home/apt,139,1,20
12463,Private room,200,1,1
12464,Private room,90,4,59
12465,Private room,82,2,93
12466,Private room,103,2,137
12467,Private room,95,3,0
12468,Private room,150,2,3
12469,Entire home/apt,223,2,3
12470,Entire home/apt,900,1,2
12471,Entire home/apt,225,7,3
12472,Private room,88,30,0
12473,Entire home/apt,125,2,7
12474,Private room,140,1,3
12475,Shared room,1000,1,0
12476,Private room,50,2,7
12477,Entire home/apt,190,2,32
12478,Entire home/apt,270,2,8
12479,Entire home/apt,220,7,0
12480,Entire home/apt,179,2,21
12481,Entire home/apt,399,1,10
12482,Private room,65,4,161
12483,Private room,60,1,0
12484,Private room,169,7,1
12485,Entire home/apt,155,2,0
12486,Private room,110,3,81
12487,Private room,150,1,40
12488,Entire home/apt,250,7,4
12489,Entire home/apt,200,2,53
12490,Entire home/apt,180,1,81
12491,Private room,89,1,39
12492,Private room,89,5,16
12493,Entire home/apt,310,7,0
12494,Private room,85,5,25
12495,Private room,95,3,135
12496,Entire home/apt,150,7,0
12497,Entire home/apt,200,30,1
12498,Entire home/apt,229,3,0
12499,Private room,220,3,5
12500,Entire home/apt,149,10,9
12501,Entire home/apt,300,5,6
12502,Private room,86,1,1
12503,Entire home/apt,390,3,1
12504,Entire home/apt,137,29,0
12505,Entire home/apt,85,30,6
12506,Shared room,50,1,0
12507,Entire home/apt,150,4,11
12508,Entire home/apt,299,4,0
12509,Entire home/apt,200,1,0
12510,Entire home/apt,450,6,2
12511,Private room,108,1,11
12512,Entire home/apt,160,1,51
12513,Entire home/apt,333,4,4
12514,Private room,65,4,1
12515,Entire home/apt,400,1000,0
12516,Private room,60,1,128
12517,Entire home/apt,150,7,1
12518,Entire home/apt,408,2,2
12519,Entire home/apt,375,3,1
12520,Entire home/apt,312,30,1
12521,Entire home/apt,179,3,27
12522,Entire home/apt,295,75,0
12523,Shared room,59,1,10
12524,Private room,65,3,49
12525,Shared room,35,14,2
12526,Entire home/apt,299,30,0
12527,Entire home/apt,700,4,19
12528,Entire home/apt,129,7,5
12529,Entire home/apt,225,1,45
12530,Entire home/apt,150,3,47
12531,Entire home/apt,580,30,0
12532,Shared room,75,1,0
12533,Private room,50,13,51
12534,Entire home/apt,250,2,18
12535,Private room,79,3,50
12536,Private room,69,1,1
12537,Entire home/apt,1200,1,1
12538,Private room,120,1,1
12539,Private room,60,7,6
12540,Entire home/apt,220,3,118
12541,Private room,140,1,4
12542,Entire home/apt,289,1,0
12543,Private room,60,2,3
12544,Private room,179,1,12
12545,Private room,60,30,0
12546,Private room,75,1,89
12547,Private room,72,25,11
12548,Entire home/apt,375,2,2
12549,Entire home/apt,110,3,6
12550,Entire home/apt,222,29,0
12551,Entire home/apt,50,2,123
12552,Private room,72,3,0
12553,Entire home/apt,162,2,4
12554,Private room,120,2,7
12555,Entire home/apt,190,1,0
12556,Entire home/apt,95,4,0
12557,Entire home/apt,180,14,0
12558,Private room,111,2,77
12559,Private room,69,5,0
12560,Entire home/apt,249,1,6
12561,Private room,85,4,18
12562,Entire home/apt,130,30,3
12563,Entire home/apt,200,5,1
12564,Entire home/apt,155,2,18
12565,Private room,87,2,0
12566,Entire home/apt,149,2,1
12567,Entire home/apt,305,2,29
12568,Private room,119,60,2
12569,Entire home/apt,369,30,1
12570,Private room,244,1,39
12571,Entire home/apt,505,2,0
12572,Entire home/apt,190,3,147
12573,Entire home/apt,175,2,2
12574,Entire home/apt,180,5,0
12575,Entire home/apt,240,15,4
12576,Private room,124,2,11
12577,Entire home/apt,199,2,6
12578,Private room,60,2,1
12579,Entire home/apt,135,5,18
12580,Entire home/apt,288,5,2
12581,Entire home/apt,239,4,2
12582,Private room,50,4,20
12583,Private room,400,3,0
12584,Shared room,110,2,4
12585,Entire home/apt,262,2,9
12586,Entire home/apt,228,2,1
12587,Private room,85,1,0
12588,Private room,100,1,1
12589,Entire home/apt,200,4,48
12590,Entire home/apt,250,1,21
12591,Private room,150,300,2
12592,Entire home/apt,108,3,15
12593,Entire home/apt,130,29,0
12594,Entire home/apt,199,15,1
12595,Entire home/apt,350,1,237
12596,Private room,80,1,307
12597,Entire home/apt,120,2,28
12598,Entire home/apt,294,14,0
12599,Entire home/apt,80,14,3
12600,Entire home/apt,200,1,0
12601,Shared room,45,30,22
12602,Entire home/apt,199,2,71
12603,Private room,85,1,9
12604,Entire home/apt,100,1,1
12605,Entire home/apt,499,1,0
12606,Private room,65,2,147
12607,Private room,95,2,5
12608,Entire home/apt,150,2,14
12609,Private room,120,3,71
12610,Entire home/apt,275,3,2
12611,Entire home/apt,195,3,3
12612,Entire home/apt,130,1,26
12613,Entire home/apt,355,3,42
12614,Entire home/apt,115,14,1
12615,Private room,110,2,64
12616,Entire home/apt,249,5,2
12617,Entire home/apt,250,5,0
12618,Entire home/apt,150,3,13
12619,Entire home/apt,699,3,8
12620,Private room,95,6,62
12621,Entire home/apt,220,2,0
12622,Entire home/apt,250,2,10
12623,Entire home/apt,76,30,10
12624,Entire home/apt,275,1,0
12625,Entire home/apt,260,2,7
12626,Entire home/apt,225,5,13
12627,Entire home/apt,80,1,353
12628,Private room,75,3,107
12629,Private room,80,1,2
12630,Entire home/apt,350,6,124
12631,Entire home/apt,250,3,0
12632,Entire home/apt,140,1,52
12633,Entire home/apt,150,2,85
12634,Private room,123,3,55
12635,Entire home/apt,125,1,64
12636,Entire home/apt,150,30,2
12637,Private room,1350,1,0
12638,Entire home/apt,399,30,0
12639,Private room,170,1,112
12640,Entire home/apt,95,2,1
12641,Private room,25,1,2
12642,Entire home/apt,100,3,16
12643,Entire home/apt,435,5,7
12644,Private room,799,3,2
12645,Entire home/apt,159,2,1
12646,Private room,35,15,0
12647,Shared room,500,1,0
12648,Entire home/apt,389,4,4
12649,Entire home/apt,150,1,2
12650,Shared room,32,14,0
12651,Entire home/apt,222,29,0
12652,Private room,70,2,3
12653,Entire home/apt,299,4,114
12654,Entire home/apt,180,14,0
12655,Entire home/apt,198,2,37
12656,Entire home/apt,141,30,0
12657,Entire home/apt,199,29,12
12658,Entire home/apt,300,5,3
12659,Entire home/apt,300,1,0
12660,Entire home/apt,175,3,2
12661,Entire home/apt,139,1,388
12662,Entire home/apt,152,1,0
12663,Entire home/apt,103,3,1
12664,Private room,89,3,3
12665,Entire home/apt,145,1,7
12666,Private room,99,1,2
12667,Entire home/apt,142,30,9
12668,Private room,130,30,80
12669,Private room,90,2,77
12670,Entire home/apt,300,1,158
12671,Entire home/apt,125,2,8
12672,Private room,135,1,8
12673,Entire home/apt,223,3,3
12674,Entire home/apt,105,14,7
12675,Entire home/apt,199,3,22
12676,Private room,230,1,1
12677,Private room,45,2,1
12678,Entire home/apt,365,30,0
12679,Entire home/apt,177,29,0
12680,Private room,96,4,4
12681,Private room,60,15,1
12682,Entire home/apt,200,4,7
12683,Private room,130,1,40
12684,Entire home/apt,135,6,3
12685,Entire home/apt,100,2,0
12686,Private room,69,60,9
12687,Entire home/apt,99,3,106
12688,Private room,35,5,0
12689,Entire home/apt,1000,4,19
12690,Entire home/apt,140,1,48
12691,Entire home/apt,240,1,9
12692,Entire home/apt,379,3,0
12693,Entire home/apt,1000,1,1
12694,Entire home/apt,450,2,3
12695,Entire home/apt,500,10,3
12696,Entire home/apt,150,2,11
12697,Entire home/apt,150,3,8
12698,Entire home/apt,150,4,4
12699,Entire home/apt,250,30,3
12700,Entire home/apt,134,15,1
12701,Entire home/apt,175,30,4
12702,Entire home/apt,102,2,18
12703,Entire home/apt,195,7,14
12704,Entire home/apt,3000,7,1
12705,Private room,97,2,13
12706,Entire home/apt,199,2,0
12707,Shared room,39,2,0
12708,Entire home/apt,120,3,116
12709,Entire home/apt,170,30,3
12710,Entire home/apt,187,2,7
12711,Entire home/apt,200,14,1
12712,Entire home/apt,99,30,1
12713,Entire home/apt,250,2,26
12714,Private room,139,365,13
12715,Private room,75,1,0
12716,Entire home/apt,150,1,2
12717,Entire home/apt,200,2,2
12718,Private room,100,9,3
12719,Private room,75,2,17
12720,Private room,135,2,10
12721,Entire home/apt,100,2,14
12722,Private room,150,2,27
12723,Entire home/apt,303,30,0
12724,Private room,110,1,14
12725,Private room,85,5,12
12726,Private room,69,6,40
12727,Entire home/apt,350,30,0
12728,Private room,84,1,0
12729,Entire home/apt,250,1,2
12730,Entire home/apt,339,3,4
12731,Private room,68,3,8
12732,Entire home/apt,303,30,1
12733,Private room,100,2,1
12734,Entire home/apt,200,1,0
12735,Private room,60,2,4
12736,Entire home/apt,124,28,12
12737,Entire home/apt,2995,30,1
12738,Entire home/apt,300,4,31
12739,Private room,100,5,0
12740,Private room,75,1,12
12741,Entire home/apt,175,3,4
12742,Private room,55,3,1
12743,Entire home/apt,110,2,15
12744,Private room,70,2,118
12745,Entire home/apt,125,1,1
12746,Entire home/apt,300,30,0
12747,Private room,60,3,7
12748,Entire home/apt,189,29,0
12749,Entire home/apt,150,1,8
12750,Entire home/apt,250,5,7
12751,Entire home/apt,299,4,0
12752,Entire home/apt,289,30,1
12753,Entire home/apt,275,3,7
12754,Entire home/apt,200,4,2
12755,Private room,97,1,1
12756,Entire home/apt,170,3,0
12757,Entire home/apt,200,3,8
12758,Private room,145,2,1
12759,Private room,1700,120,0
12760,Entire home/apt,250,2,11
12761,Entire home/apt,139,2,5
12762,Entire home/apt,300,3,1
12763,Entire home/apt,73,30,100
12764,Entire home/apt,300,2,0
12765,Entire home/apt,120,5,0
12766,Private room,60,30,0
12767,Entire home/apt,323,1,5
12768,Entire home/apt,255,3,90
12769,Private room,180,3,0
12770,Private room,105,4,1
12771,Entire home/apt,215,2,1
12772,Entire home/apt,300,5,6
12773,Entire home/apt,356,30,0
12774,Private room,95,1,78
12775,Entire home/apt,180,3,0
12776,Entire home/apt,127,2,30
12777,Entire home/apt,230,2,6
12778,Private room,50,1,0
12779,Entire home/apt,200,30,0
12780,Entire home/apt,199,4,24
12781,Entire home/apt,220,2,59
12782,Entire home/apt,85,3,29
12783,Entire home/apt,161,2,13
12784,Entire home/apt,129,20,0
12785,Private room,78,3,3
12786,Entire home/apt,150,30,1
12787,Entire home/apt,196,2,15
12788,Entire home/apt,225,3,23
12789,Entire home/apt,200,3,6
12790,Entire home/apt,149,6,1
12791,Entire home/apt,150,5,9
12792,Entire home/apt,120,3,6
12793,Entire home/apt,150,3,2
12794,Entire home/apt,150,2,1
12795,Entire home/apt,350,5,31
12796,Private room,115,1,2
12797,Entire home/apt,105,2,49
12798,Private room,75,3,48
12799,Private room,80,1,54
12800,Entire home/apt,400,1,0
12801,Private room,79,3,2
12802,Entire home/apt,155,1,1
12803,Entire home/apt,169,6,0
12804,Entire home/apt,125,2,8
12805,Entire home/apt,180,1,0
12806,Entire home/apt,76,1,3
12807,Entire home/apt,329,30,0
12808,Private room,90,1,77
12809,Entire home/apt,170,30,0
12810,Private room,55,2,4
12811,Entire home/apt,199,3,0
12812,Entire home/apt,215,6,39
12813,Entire home/apt,196,3,7
12814,Private room,100,1,1
12815,Private room,145,5,2
12816,Entire home/apt,400,3,1
12817,Private room,79,9,5
12818,Private room,106,1,1
12819,Entire home/apt,159,1,77
12820,Entire home/apt,130,4,4
12821,Private room,95,4,150
12822,Entire home/apt,180,2,20
12823,Private room,67,10,14
12824,Entire home/apt,349,5,19
12825,Entire home/apt,190,30,0
12826,Entire home/apt,307,30,0
12827,Private room,99,2,78
12828,Private room,100,2,1
12829,Entire home/apt,60,3,6
12830,Entire home/apt,600,7,0
12831,Entire home/apt,275,2,2
12832,Entire home/apt,215,30,0
12833,Private room,252,2,3
12834,Private room,99,1,0
12835,Private room,150,1,13
12836,Entire home/apt,250,2,1
12837,Private room,140,2,35
12838,Entire home/apt,95,3,9
12839,Private room,199,1,7
12840,Entire home/apt,100,29,0
12841,Entire home/apt,240,1,0
12842,Private room,65,7,4
12843,Entire home/apt,195,2,1
12844,Entire home/apt,160,7,9
12845,Entire home/apt,210,1,178
12846,Private room,100,5,11
12847,Entire home/apt,100,6,0
12848,Entire home/apt,500,4,94
12849,Entire home/apt,218,4,3
12850,Entire home/apt,133,30,7
12851,Entire home/apt,244,2,176
12852,Entire home/apt,187,3,4
12853,Private room,500,1,1
12854,Private room,53,30,0
12855,Entire home/apt,100,1,129
12856,Entire home/apt,250,1,0
12857,Entire home/apt,99,30,12
12858,Private room,48,1,1
12859,Entire home/apt,175,1,24
12860,Entire home/apt,200,3,1
12861,Entire home/apt,299,3,2
12862,Private room,118,1,2
12863,Entire home/apt,195,4,30
12864,Entire home/apt,220,5,0
12865,Private room,62,2,4
12866,Private room,70,2,2
12867,Entire home/apt,210,6,31
12868,Entire home/apt,125,30,0
12869,Private room,39,120,0
12870,Private room,85,1,145
12871,Entire home/apt,109,2,1
12872,Entire home/apt,199,2,54
12873,Private room,63,7,21
12874,Entire home/apt,215,5,7
12875,Entire home/apt,110,3,1
12876,Entire home/apt,229,3,2
12877,Private room,65,5,2
12878,Entire home/apt,305,3,175
12879,Entire home/apt,650,6,14
12880,Entire home/apt,130,80,0
12881,Private room,99,2,2
12882,Private room,120,4,31
12883,Entire home/apt,153,2,6
12884,Entire home/apt,210,1,0
12885,Private room,110,1,1
12886,Entire home/apt,350,1,10
12887,Entire home/apt,350,7,1
12888,Entire home/apt,75,15,1
12889,Entire home/apt,225,3,10
12890,Entire home/apt,99,5,16
12891,Private room,69,1,1
12892,Entire home/apt,345,7,15
12893,Entire home/apt,250,5,8
12894,Entire home/apt,100,185,0
12895,Private room,55,2,7
12896,Entire home/apt,400,1,0
12897,Entire home/apt,265,30,0
12898,Entire home/apt,140,7,3
12899,Entire home/apt,228,1,1
12900,Entire home/apt,220,31,4
12901,Private room,120,1,2
12902,Entire home/apt,349,2,5
12903,Private room,95,1,11
12904,Private room,109,1,9
12905,Entire home/apt,255,2,13
12906,Entire home/apt,350,31,1
12907,Entire home/apt,300,30,0
12908,Private room,140,2,54
12909,Private room,102,14,3
12910,Entire home/apt,100,4,0
12911,Private room,109,3,14
12912,Entire home/apt,115,14,3
12913,Shared room,65,1,55
12914,Entire home/apt,350,3,12
12915,Entire home/apt,111,3,6
12916,Entire home/apt,135,2,56
12917,Entire home/apt,100,7,0
12918,Private room,233,2,0
12919,Private room,55,1,0
12920,Private room,105,2,9
12921,Private room,95,2,42
12922,Entire home/apt,120,12,11
12923,Entire home/apt,99,3,13
12924,Entire home/apt,130,2,1
12925,Entire home/apt,105,12,4
12926,Entire home/apt,299,2,10
12927,Entire home/apt,225,3,2
12928,Entire home/apt,150,2,13
12929,Entire home/apt,225,90,1
12930,Entire home/apt,190,1,36
12931,Entire home/apt,80,3,2
12932,Entire home/apt,200,2,20
12933,Shared room,65,1,17
12934,Entire home/apt,210,1,1
12935,Entire home/apt,220,1,8
12936,Entire home/apt,295,4,0
12937,Private room,110,4,0
12938,Entire home/apt,150,3,4
