id,room_type,price,minimum_nights,number_of_reviews
11845,Entire home/apt,190,30,1
11846,Private room,60,31,0
11847,Entire home/apt,400,3,1
11848,Private room,150,2,1
11849,Private room,79,2,36
11850,Entire home/apt,150,10,23
11851,Entire home/apt,395,30,0
11852,Private room,158,3,167
11853,Entire home/apt,180,30,0
11854,Shared room,38,15,28
11855,Entire home/apt,75,2,1
11856,Entire home/apt,200,2,8
11857,Entire home/apt,150,1,28
11858,Entire home/apt,145,3,21
11859,Private room,80,1,13
11860,Entire home/apt,228,2,1
11861,Private room,59,7,1
11862,Entire home/apt,145,21,1
11863,Private room,150,2,70
11864,Entire home/apt,189,29,0
11865,Private room,130,1,0
11866,Entire home/apt,200,1,2
11867,Entire home/apt,260,2,1
11868,Entire home/apt,275,1,116
11869,Private room,51,3,72
11870,Entire home/apt,170,30,8
11871,Private room,50,4,3
11872,Entire home/apt,176,1,0
11873,Entire home/apt,100,5,1
11874,Private room,69,1,15
11875,Private room,100,3,97
11876,Private room,65,1,4
11877,Private room,125,1,4
11878,Entire home/apt,199,5,5
11879,Private room,105,2,49
11880,Entire home/apt,170,31,0
11881,Entire home/apt,125,30,3
11882,Private room,99,4,6
11883,Entire home/apt,280,7,0
11884,Entire home/apt,160,1,13
11885,Entire home/apt,480,160,0
11886,Entire home/apt,350,2,19
11887,Private room,65,1,3
11888,Shared room,55,1,27
11889,Shared room,96,2,18
11890,Private room,100,7,8
11891,Entire home/apt,299,2,6
11892,Private room,150,2,7
11893,Entire home/apt,99,30,4
11894,Private room,95,2,23
11895,Private room,75,1,1
11896,Entire home/apt,159,1,26
11897,Private room,85,3,60
11898,Private room,60,1,0
11899,Entire home/apt,200,5,8
11900,Private room,199,1,0
11901,Entire home/apt,162,2,1
11902,Entire home/apt,129,2,41
11903,Entire home/apt,195,5,1
11904,Entire home/apt,150,2,6
11905,Private room,169,6,0
11906,Entire home/apt,110,4,41
11907,Private room,30,20,19
11908,Private room,100,2,53
11909,Shared room,90,1,10
11910,Private room,90,5,24
11911,Private room,78,2,2
11912,Private room,79,5,12
11913,Entire home/apt,120,3,2
11914,Entire home/apt,185,4,65
11915,Entire home/apt,375,4,20
11916,Private room,134,30,0
11917,Entire home/apt,79,3,15
11918,Private room,70,2,0
11919,Private room,70,1,23
11920,Private room,90,8,22
11921,Entire home/apt,150,7,3
11922,Private room,58,2,1
11923,Entire home/apt,175,30,0
11924,Entire home/apt,178,3,4
11925,Entire home/apt,128,2,0
11926,Private room,40,1,0
11927,Entire home/apt,245,5,4
11928,Entire home/apt,379,30,1
11929,Entire home/apt,300,2,0
11930,Private room,90,3,19
11931,Entire home/apt,170,3,21
11932,Entire home/apt,170,1,1
11933,Entire home/apt,255,3,11
11934,Entire home/apt,196,2,1
11935,Private room,150,1,8
11936,Private room,66,1,1
11937,Entire home/apt,151,30,0
11938,Entire home/apt,174,6,13
11939,Shared room,68,1,31
11940,Entire home/apt,895,5,3
11941,Private room,69,15,1
11942,Private room,155,31,0
11943,Entire home/apt,120,2,34
11944,Entire home/apt,190,1,9
11945,Private room,100,5,2
11946,Entire home/apt,210,1,4
11947,Entire home/apt,290,1,0
11948,Private room,45,1,3
11949,Entire home/apt,220,1,3
11950,Entire home/apt,175,3,52
11951,Private room,350,1,45
11952,Private room,75,7,9
11953,Entire home/apt,99,3,1
11954,Entire home/apt,300,6,39
11955,Private room,95,30,6
11956,Entire home/apt,295,4,2
11957,Entire home/apt,87,3,127
11958,Entire home/apt,993,30,0
11959,Entire home/apt,130,30,2
11960,Entire home/apt,185,1,7
11961,Private room,48,7,1
11962,Private room,60,30,5
11963,Private room,69,3,3
11964,Entire home/apt,139,30,2
11965,Entire home/apt,90,3,2
11966,Entire home/apt,300,2,53
11967,Entire home/apt,225,1,170
11968,Entire home/apt,150,7,0
11969,Entire home/apt,122,1,1
11970,Private room,100,1,2
11971,Entire home/apt,70,1,130
11972,Private room,85,2,10
11973,Private room,82,3,14
11974,Private room,185,4,0
11975,Entire home/apt,140,2,4
11976,Entire home/apt,350,5,16
11977,Private room,65,5,1
11978,Entire home/apt,130,2,50
11979,Private room,79,5,1
11980,Entire home/apt,90,3,31
11981,Entire home/apt,87,1,16
11982,Entire home/apt,180,5,3
11983,Private room,70,2,1
11984,Private room,95,5,0
11985,Private room,179,22,7
11986,Private room,68,1,0
11987,Entire home/apt,135,2,3
11988,Private room,98,30,1
11989,Entire home/apt,160,2,8
11990,Entire home/apt,200,30,1
11991,Entire home/apt,436,54,1
11992,Private room,90,2,44
11993,Entire home/apt,299,2,3
11994,Private room,89,1,55
11995,Entire home/apt,175,2,1
11996,Entire home/apt,100,30,0
11997,Entire home/apt,279,4,1
11998,Entire home/apt,160,2,1
11999,Entire home/apt,147,1,1
12000,Private room,85,3,80
12001,Entire home/apt,150,2,16
12002,Entire home/apt,220,2,18
12003,Entire home/apt,750,55,14
12004,Private room,99,2,45
12005,Entire home/apt,107,21,7
12006,Private room,55,1,3
12007,Entire home/apt,200,30,19
12008,Private room,99,3,15
12009,Entire home/apt,100,3,0
12010,Entire home/apt,300,2,7
12011,Entire home/apt,200,3,15
12012,Private room,80,3,3
12013,Private room,85,30,0
12014,Private room,79,1,72
12015,Private room,99,4,60
12016,Entire home/apt,782,30,0
12017,Entire home/apt,135,2,1
12018,Private room,50,3,0
12019,Private room,450,8,1
12020,Private room,140,1,0
12021,Entire home/apt,209,30,3
12022,Private room,100,2,3
12023,Entire home/apt,200,5,7
12024,Private room,41,11,2
12025,Private room,100,1,1
12026,Entire home/apt,149,2,194
12027,Entire home/apt,550,4,4
12028,Private room,150,2,4
12029,Entire home/apt,380,1,4
12030,Entire home/apt,165,2,68
12031,Entire home/apt,325,1,13
12032,Private room,150,1,1
12033,Private room,75,2,39
12034,Entire home/apt,249,3,15
12035,Entire home/apt,110,3,4
12036,Entire home/apt,265,1,28
12037,Entire home/apt,119,4,8
12038,Entire home/apt,304,3,1
12039,Private room,79,1,15
12040,Private room,69,1,0
12041,Private room,75,1,4
12042,Private room,159,1,10
12043,Private room,65,2,136
12044,Entire home/apt,250,4,4
12045,Private room,99,5,25
12046,Entire home/apt,250,3,74
12047,Private room,85,1,22
12048,Entire home/apt,78,2,20
12049,Entire home/apt,128,3,15
12050,Private room,87,4,3
12051,Entire home/apt,265,29,0
12052,Private room,95,3,92
12053,Private room,52,3,9
12054,Private room,57,3,0
12055,Private room,70,3,0
12056,Private room,150,3,1
12057,Entire home/apt,219,1,104
12058,Private room,500,1,0
12059,Entire home/apt,350,7,0
12060,Entire home/apt,145,1,4
12061,Entire home/apt,100,7,1
12062,Entire home/apt,215,205,0
12063,Private room,95,4,5
12064,Entire home/apt,277,30,2
12065,Entire home/apt,299,3,0
12066,Entire home/apt,150,5,11
12067,Entire home/apt,220,2,2
12068,Entire home/apt,150,5,1
12069,Entire home/apt,130,3,14
12070,Private room,60,2,0
12071,Entire home/apt,160,95,4
12072,Entire home/apt,350,3,1
12073,Entire home/apt,185,1,21
12074,Entire home/apt,327,1,0
12075,Private room,76,3,5
12076,Entire home/apt,300,3,8
12077,Private room,75,2,76
12078,Entire home/apt,200,2,4
12079,Private room,80,1,0
12080,Entire home/apt,894,7,3
12081,Private room,150,3,114
12082,Private room,109,3,51
12083,Private room,80,1,4
12084,Entire home/apt,160,3,1
12085,Entire home/apt,140,2,19
12086,Entire home/apt,120,2,51
12087,Private room,100,2,11
12088,Entire home/apt,750,3,16
12089,Entire home/apt,189,7,22
12090,Entire home/apt,164,6,1
12091,Private room,120,3,20
12092,Entire home/apt,350,3,7
12093,Private room,89,2,10
12094,Entire home/apt,1700,1,7
12095,Entire home/apt,150,3,5
12096,Private room,235,2,22
12097,Private room,80,3,3
12098,Entire home/apt,749,1,51
12099,Private room,110,1,2
12100,Entire home/apt,241,30,0
12101,Private room,105,2,4
12102,Entire home/apt,224,2,18
12103,Private room,145,1,12
12104,Private room,139,3,33
12105,Entire home/apt,110,3,8
12106,Entire home/apt,179,5,4
12107,Private room,850,30,1
12108,Private room,95,5,24
12109,Private room,50,1,0
12110,Private room,80,1,1
12111,Entire home/apt,250,90,0
12112,Entire home/apt,60,2,18
12113,Entire home/apt,500,30,0
12114,Entire home/apt,150,30,1
12115,Shared room,67,1,2
12116,Private room,50,1,0
12117,Private room,97,14,0
12118,Entire home/apt,300,30,0
12119,Entire home/apt,140,5,31
12120,Private room,110,3,117
12121,Entire home/apt,159,30,0
12122,Entire home/apt,140,2,87
12123,Entire home/apt,169,29,0
12124,Private room,99,1,0
12125,Entire home/apt,235,3,3
12126,Entire home/apt,180,3,32
12127,Entire home/apt,350,1,6
12128,Entire home/apt,400,2,46
12129,Entire home/apt,350,2,6
12130,Entire home/apt,200,30,7
12131,Private room,100,2,4
12132,Private room,110,2,131
12133,Entire home/apt,180,5,2
12134,Entire home/apt,330,29,0
12135,Entire home/apt,200,3,22
12136,Entire home/apt,175,2,189
12137,Entire home/apt,100,7,6
12138,Entire home/apt,262,1,10
12139,Private room,99,4,5
12140,Entire home/apt,110,5,29
12141,Private room,99,31,18
12142,Entire home/apt,185,2,2
12143,Private room,45,30,0
12144,Entire home/apt,150,2,0
12145,Entire home/apt,250,7,78
12146,Entire home/apt,175,3,0
12147,Entire home/apt,100,7,5
12148,Entire home/apt,285,1,10
12149,Private room,85,1,0
12150,Entire home/apt,150,2,3
12151,Entire home/apt,99,19,4
12152,Entire home/apt,300,1,0
12153,Private room,57,29,0
12154,Private room,120,2,1
12155,Entire home/apt,375,4,17
12156,Private room,94,5,9
12157,Private room,40,1,0
12158,Entire home/apt,199,3,2
12159,Entire home/apt,219,30,0
12160,Private room,100,2,48
12161,Entire home/apt,130,3,129
12162,Entire home/apt,750,3,2
12163,Private room,159,1,12
12164,Private room,55,1,37
12165,Entire home/apt,750,2,0
12166,Entire home/apt,199,4,27
12167,Private room,79,15,6
12168,Entire home/apt,150,4,7
12169,Private room,39,5,33
12170,Entire home/apt,139,3,14
12171,Private room,65,3,1
12172,Entire home/apt,142,4,12
12173,Entire home/apt,189,3,170
12174,Entire home/apt,125,30,0
12175,Entire home/apt,125,1,28
12176,Entire home/apt,190,1,156
12177,Private room,62,2,5
12178,Shared room,85,1,132
12179,Entire home/apt,2000,2,6
12180,Entire home/apt,90,7,8
12181,Entire home/apt,100,1,6
12182,Private room,89,3,3
12183,Entire home/apt,160,2,5
12184,Entire home/apt,299,1,6
12185,Private room,175,4,18
12186,Entire home/apt,200,1,13
12187,Entire home/apt,200,2,0
12188,Entire home/apt,100,5,24
12189,Entire home/apt,270,3,21
12190,Entire home/apt,269,29,0
12191,Entire home/apt,105,30,4
12192,Entire home/apt,180,5,0
12193,Entire home/apt,700,2,17
12194,Entire home/apt,125,30,0
12195,Private room,100,3,3
12196,Private room,500,1,0
12197,Private room,1000,1,0
12198,Private room,170,3,56
12199,Entire home/apt,400,2,4
12200,Entire home/apt,60,2,0
12201,Shared room,45,5,2
12202,Entire home/apt,150,2,28
12203,Entire home/apt,200,3,0
12204,Entire home/apt,265,2,7
12205,Entire home/apt,375,2,0
12206,Entire home/apt,140,3,51
12207,Entire home/apt,182,3,6
12208,Entire home/apt,2200,3,23
12209,Private room,50,2,0
12210,Entire home/apt,117,5,9
12211,Entire home/apt,158,2,1
12212,Entire home/apt,69,2,2
12213,Private room,45,1,82
12214,Private room,60,30,0
12215,Entire home/apt,447,30,0
12216,Entire home/apt,100,4,2
12217,Private room,60,8,5
12218,Entire home/apt,200,2,0
12219,Entire home/apt,245,4,0
12220,Entire home/apt,200,3,35
12221,Private room,65,5,4
12222,Entire home/apt,187,4,4
12223,Shared room,70,2,32
12224,Entire home/apt,100,60,16
12225,Entire home/apt,125,2,16
12226,Entire home/apt,150,4,51
12227,Private room,159,4,78
12228,Entire home/apt,150,5,2
12229,Entire home/apt,250,5,55
12230,Entire home/apt,138,7,52
12231,Private room,35,3,0
12232,Entire home/apt,245,2,8
12233,Private room,150,3,0
12234,Entire home/apt,160,3,1
12235,Entire home/apt,299,3,13
12236,Entire home/apt,150,30,0
12237,Entire home/apt,150,2,12
12238,Private room,195,4,102
12239,Entire home/apt,300,1,5
12240,Entire home/apt,119,4,13
12241,Private room,80,1,11
12242,Entire home/apt,215,1,3
12243,Entire home/apt,250,30,0
12244,Entire home/apt,350,7,7
12245,Private room,120,2,27
12246,Entire home/apt,395,1,8
12247,Private room,45,1,93
12248,Entire home/apt,250,7,0
12249,Entire home/apt,230,2,159
12250,Entire home/apt,739,2,2
12251,Entire home/apt,100,2,0
12252,Private room,80,2,0
12253,Entire home/apt,101,4,4
12254,Entire home/apt,350,30,1
12255,Entire home/apt,158,30,8
12256,Private room,55,3,0
12257,Entire home/apt,225,30,10
12258,Private room,190,3,0
12259,Private room,65,1,1
12260,Entire home/apt,220,4,0
12261,Private room,30,2,0
12262,Entire home/apt,100,30,1
12263,Private room,125,2,18
12264,Entire home/apt,135,3,38
12265,Entire home/apt,128,3,5
12266,Private room,349,1,0
12267,Entire home/apt,240,3,0
12268,Entire home/apt,250,1,0
12269,Entire home/apt,135,30,2
12270,Entire home/apt,199,2,14
12271,Entire home/apt,129,4,10
12272,Entire home/apt,185,2,1
12273,Entire home/apt,109,3,29
12274,Entire home/apt,139,5,2
12275,Entire home/apt,239,7,3
12276,Entire home/apt,149,10,0
12277,Entire home/apt,299,2,2
12278,Private room,85,7,12
12279,Private room,80,1,5
12280,Entire home/apt,170,30,4
12281,Private room,145,2,18
12282,Entire home/apt,90,1,2
12283,Entire home/apt,285,10,0
12284,Private room,85,1,4
12285,Entire home/apt,196,3,8
12286,Private room,75,2,21
12287,Private room,72,2,28
12288,Private room,55,1,34
12289,Entire home/apt,1700,1,0
12290,Private room,60,1,141
12291,Private room,85,4,1
12292,Private room,69,1,22
12293,Private room,92,30,1
12294,Entire home/apt,150,34,1
12295,Private room,399,7,5
12296,Entire home/apt,275,4,2
12297,Entire home/apt,250,1,0
12298,Entire home/apt,90,1,0
12299,Entire home/apt,150,2,11
12300,Private room,110,1,6
12301,Private room,180,1,1
12302,Entire home/apt,200,2,2
12303,Private room,60,30,108
12304,Private room,85,4,12
12305,Entire home/apt,260,3,136
12306,Entire home/apt,174,3,12
12307,Entire home/apt,225,1,88
12308,Private room,180,1,0
12309,Private room,85,2,18
12310,Entire home/apt,200,3,75
12311,Entire home/apt,100,6,4
12312,Entire home/apt,175,30,11
12313,Entire home/apt,167,2,1
12314,Private room,88,2,3
12315,Private room,50,3,23
12316,Entire home/apt,200,1,1
12317,Entire home/apt,151,7,8
12318,Private room,50,1,0
12319,Entire home/apt,180,3,47
12320,Private room,152,1,29
12321,Entire home/apt,165,30,0
12322,Private room,95,3,33
12323,Entire home/apt,350,3,0
12324,Entire home/apt,120,1,51
12325,Entire home/apt,185,30,26
12326,Private room,400,3,12
12327,Entire home/apt,450,60,0
12328,Entire home/apt,150,1,0
12329,Private room,90,2,4
12330,Entire home/apt,185,2,17
12331,Private room,400,1,0
12332,Private room,90,30,0
12333,Private room,4055,1,10
12334,Private room,75,3,197
12335,Entire home/apt,60,14,4
12336,Private room,76,30,4
12337,Entire home/apt,150,6,2
12338,Private room,105,3,0
12339,Private room,82,2,26
12340,Shared room,102,14,6
12341,Private room,127,3,296
12342,Entire home/apt,70,30,9
12343,Private room,55,3,15
12344,Private room,176,1,157
12345,Entire home/apt,700,1,0
12346,Private room,58,14,0
12347,Entire home/apt,150,3,114
12348,Entire home/apt,175,3,4
12349,Entire home/apt,200,5,1
12350,Private room,199,2,0
12351,Entire home/apt,175,1,79
12352,Entire home/apt,165,5,43
12353,Entire home/apt,100,15,4
12354,Entire home/apt,200,29,0
12355,Shared room,50,2,3
12356,Entire home/apt,195,3,0
12357,Private room,135,1,0
12358,Entire home/apt,220,20,0
12359,Private room,150,2,52
12360,Private room,139,2,0
12361,Private room,30,1,5
12362,Entire home/apt,165,23,0
12363,Private room,59,5,1
12364,Entire home/apt,200,4,0
12365,Private room,55,2,88
12366,Private room,150,1,5
12367,Private room,60,31,1
12368,Entire home/apt,140,1,25
12369,Entire home/apt,100,1,1
12370,Private room,123,205,0
12371,Entire home/apt,135,1,2
12372,Private room,200,1,3
12373,Private room,60,2,2
12374,Private room,69,5,0
12375,Entire home/apt,130,4,3
12376,Entire home/apt,225,2,0
12377,Private room,90,5,290
12378,Entire home/apt,150,1,0
12379,Entire home/apt,414,18,1
12380,Entire home/apt,230,3,2
12381,Entire home/apt,250,30,52
12382,Entire home/apt,290,205,51
12383,Entire home/apt,100,4,20
12384,Private room,85,2,0
12385,Private room,110,30,0
12386,Private room,368,4,0
12387,Entire home/apt,105,1,28
12388,Entire home/apt,159,3,15
12389,Entire home/apt,300,7,0
12390,Private room,135,1,0
12391,Private room,439,1,0
12392,Private room,155,2,5
12393,Entire home/apt,288,30,9
12394,Entire home/apt,215,2,210
12395,Private room,100,2,15
12396,Entire home/apt,1100,1,0
12397,Entire home/apt,300,1,1
12398,Private room,100,1,32
12399,Entire home/apt,200,29,0
12400,Private room,81,1,4
12401,Entire home/apt,216,100,0
12402,Entire home/apt,100,1,11
12403,Entire home/apt,240,3,56
12404,Entire home/apt,300,4,11
12405,Shared room,190,3,9
12406,Entire home/apt,200,7,11
12407,Private room,70,2,41
12408,Entire home/apt,475,3,52
12409,Private room,50,7,12
12410,Entire home/apt,100,1,4
12411,Private room,80,3,52
12412,Private room,120,1,66
12413,Private room,75,1,7
12414,Entire home/apt,152,2,24
12415,Private room,55,10,2
12416,Entire home/apt,125,5,100
12417,Private room,88,1,2
12418,Private room,149,3,1
12419,Entire home/apt,240,30,11
12420,Private room,50,1,1
12421,Entire home/apt,150,3,5
12422,Shared room,100,2,5
12423,Entire home/apt,250,2,4
12424,Private room,52,2,1
12425,Entire home/apt,189,2,32
12426,Private room,140,1,0
12427,Entire home/apt,192,2,3
12428,Private room,125,5,5
12429,Private room,76,5,5
12430,Entire home/apt,200,1,36
12431,Private room,64,4,4
12432,Private room,80,5,3
12433,Entire home/apt,90,30,0
12434,Entire home/apt,350,4,0
12435,Private room,65,1,2
12436,Private room,87,1,233
12437,Private room,110,13,1
12438,Entire home/apt,103,3,16
12439,Entire home/apt,158,2,36
12440,Private room,75,1,0
12441,Private room,80,1,3
12442,Private room,145,1,5
12443,Private room,145,1,27
12444,Entire home/apt,135,1,15
12445,Entire home/apt,99,3,0
12446,Private room,100,1,0
12447,Private room,69,1,2
12448,Entire home/apt,299,30,93
12449,Private room,70,1,2
12450,Private room,65,7,2
12451,Entire home/apt,150,8,3
12452,Private room,72,3,81
12453,Shared room,100,3,0
12454,Private room,1900,1,0
12455,Private room,78,2,42
12456,Entire home/apt,70,2,7
12457,Entire home/apt,124,3,7
12458,Entire home/apt,125,30,3
12459,Entire home/apt,150,1,0
12460,Entire home/apt,159,30,8
12461,Private room,81,1,0
12462,Entire home/apt,489,2,13
12463,Private room,75,1,0
12464,Entire home/apt,495,4,3
12465,Entire home/apt,120,1,3
12466,Private room,75,3,1
12467,Entire home/apt,120,2,1
12468,Private room,147,3,0
12469,Private room,109,2,18
12470,Private room,112,3,0
12471,Private room,68,4,1
12472,Entire home/apt,100,30,1
12473,Private room,98,2,28
12474,Entire home/apt,200,3,4
12475,Private room,100,1,1
12476,Entire home/apt,110,2,0
12477,Entire home/apt,278,3,9
12478,Entire home/apt,239,3,0
12479,Entire home/apt,229,1,17
12480,Entire home/apt,87,5,1
12481,Private room,159,1,58
12482,Entire home/apt,195,30,1
12483,Entire home/apt,150,1,11
12484,Entire home/apt,194,29,0
12485,Private room,90,34,2
12486,Entire home/apt,181,7,1
12487,Private room,69,2,0
12488,Private room,95,1,73
12489,Private room,125,4,12
12490,Private room,105,2,0
12491,Entire home/apt,150,2,14
12492,Entire home/apt,300,4,11
12493,Private room,99,30,5
12494,Private room,59,3,6
12495,Entire home/apt,195,30,88
12496,Private room,90,2,16
12497,Private room,80,1,5
12498,Entire home/apt,200,30,0
12499,Entire home/apt,200,1,0
12500,Entire home/apt,200,4,3
12501,Entire home/apt,379,6,2
12502,Shared room,65,1,1
12503,Entire home/apt,290,3,13
12504,Private room,200,15,0
12505,Private room,399,3,31
12506,Private room,70,14,1
12507,Entire home/apt,225,3,5
12508,Entire home/apt,315,3,0
12509,Entire home/apt,150,3,12
12510,Private room,125,2,6
12511,Entire home/apt,100,4,21
12512,Entire home/apt,240,3,38
12513,Entire home/apt,225,1,6
12514,Private room,75,1,87
12515,Private room,105,11,6
12516,Entire home/apt,140,1,24
12517,Entire home/apt,125,2,7
12518,Private room,200,2,8
12519,Private room,76,3,6
12520,Private room,69,1,46
12521,Entire home/apt,365,30,9
12522,Private room,50,10,0
12523,Private room,100,1,1
12524,Entire home/apt,148,2,29
12525,Shared room,43,14,2
12526,Entire home/apt,219,30,0
12527,Entire home/apt,200,3,8
12528,Entire home/apt,100,3,1
12529,Entire home/apt,250,2,116
12530,Private room,85,15,8
12531,Entire home/apt,280,30,0
12532,Private room,155,30,0
12533,Private room,80,1,6
12534,Private room,150,3,0
12535,Private room,69,1,41
12536,Private room,50,1,2
12537,Private room,95,1,30
12538,Private room,15,30,0
12539,Private room,75,2,51
12540,Private room,1163,1,0
12541,Private room,89,4,32
12542,Entire home/apt,100,1,48
12543,Entire home/apt,300,3,10
12544,Private room,199,7,4
12545,Entire home/apt,149,8,0
12546,Entire home/apt,135,30,7
12547,Entire home/apt,180,4,29
12548,Entire home/apt,209,31,1
12549,Entire home/apt,200,1,313
12550,Entire home/apt,350,3,0
12551,Private room,42,2,44
12552,Entire home/apt,150,30,1
12553,Private room,89,1,0
12554,Entire home/apt,141,6,228
12555,Private room,300,1,13
12556,Private room,50,5,6
12557,Shared room,85,1,1
12558,Entire home/apt,196,1,0
12559,Entire home/apt,95,2,101
12560,Entire home/apt,190,10,5
12561,Entire home/apt,169,1,0
12562,Entire home/apt,243,30,0
12563,Private room,195,1,15
12564,Shared room,65,2,31
12565,Shared room,110,3,0
12566,Entire home/apt,150,6,63
12567,Private room,98,5,10
12568,Entire home/apt,917,1,0
12569,Entire home/apt,450,5,0
12570,Entire home/apt,200,30,5
12571,Entire home/apt,699,30,0
12572,Private room,200,1,66
12573,Entire home/apt,297,30,1
12574,Private room,62,3,4
12575,Entire home/apt,220,5,3
12576,Entire home/apt,225,2,2
12577,Entire home/apt,99,4,1
12578,Entire home/apt,185,2,108
12579,Entire home/apt,280,2,32
12580,Entire home/apt,200,4,155
12581,Private room,300,3,0
12582,Private room,60,1,1
12583,Entire home/apt,345,2,22
12584,Private room,80,1,1
12585,Entire home/apt,196,2,51
12586,Entire home/apt,105,2,0
12587,Private room,100,4,0
12588,Private room,85,1,211
12589,Entire home/apt,145,30,11
12590,Entire home/apt,340,3,75
12591,Entire home/apt,175,30,4
12592,Private room,43,1,28
12593,Entire home/apt,137,29,1
12594,Private room,99,3,1
12595,Private room,90,3,3
12596,Private room,70,3,1
12597,Entire home/apt,95,30,5
12598,Private room,60,2,7
12599,Entire home/apt,170,14,2
12600,Entire home/apt,225,30,0
12601,Entire home/apt,100,3,5
12602,Private room,95,2,3
12603,Private room,98,7,10
12604,Private room,87,2,1
12605,Entire home/apt,300,2,0
12606,Private room,90,11,74
12607,Entire home/apt,125,2,71
12608,Private room,70,15,28
12609,Private room,75,3,3
12610,Private room,109,7,3
12611,Entire home/apt,299,2,9
12612,Entire home/apt,178,30,0
12613,Private room,90,3,62
12614,Entire home/apt,142,30,0
12615,Private room,159,1,8
12616,Entire home/apt,250,1,1
12617,Entire home/apt,150,5,0
12618,Entire home/apt,699,2,5
12619,Entire home/apt,975,30,11
12620,Shared room,70,1,6
12621,Private room,80,2,13
12622,Entire home/apt,232,3,0
12623,Shared room,84,1,43
12624,Entire home/apt,280,364,0
12625,Entire home/apt,219,2,11
12626,Entire home/apt,152,3,1
12627,Private room,47,2,11
12628,Private room,99,1,0
12629,Private room,50,4,17
12630,Entire home/apt,199,1,5
12631,Entire home/apt,190,3,2
12632,Entire home/apt,150,5,0
12633,Entire home/apt,250,1,27
12634,Entire home/apt,139,31,14
12635,Entire home/apt,125,11,122
12636,Entire home/apt,190,2,31
12637,Private room,115,2,0
12638,Private room,285,3,1
12639,Entire home/apt,245,2,80
12640,Shared room,50,1,64
12641,Private room,70,1,45
12642,Entire home/apt,130,5,1
12643,Entire home/apt,117,24,1
12644,Private room,650,2,4
12645,Entire home/apt,100,1,1
12646,Private room,50,5,0
12647,Entire home/apt,150,8,4
12648,Entire home/apt,250,1,0
12649,Private room,175,1,257
12650,Entire home/apt,295,13,91
12651,Entire home/apt,329,2,7
12652,Private room,100,2,17
12653,Entire home/apt,150,1,49
12654,Private room,110,4,9
12655,Private room,150,3,236
12656,Private room,100,1,61
12657,Private room,87,1,1
12658,Entire home/apt,200,7,0
12659,Entire home/apt,190,6,28
12660,Private room,95,3,0
12661,Entire home/apt,275,6,1
12662,Entire home/apt,104,1,3
12663,Private room,70,1,167
12664,Private room,95,1,67
12665,Entire home/apt,138,2,6
12666,Private room,100,2,0
12667,Private room,300,2,10
12668,Private room,65,3,2
12669,Entire home/apt,80,1,4
12670,Entire home/apt,200,30,64
12671,Entire home/apt,135,3,3
12672,Entire home/apt,150,3,5
12673,Private room,199,2,49
12674,Entire home/apt,105,3,2
12675,Entire home/apt,195,1,24
12676,Entire home/apt,325,1,1
12677,Private room,53,3,48
12678,Entire home/apt,250,6,71
12679,Private room,100,1,4
12680,Private room,110,1,1
12681,Private room,50,2,0
12682,Private room,100,2,1
12683,Private room,120,2,106
12684,Entire home/apt,170,3,1
12685,Private room,95,1,7
12686,Private room,90,1,117
12687,Private room,65,2,17
12688,Entire home/apt,125,30,0
12689,Entire home/apt,320,3,5
12690,Entire home/apt,113,30,0
12691,Entire home/apt,200,30,3
12692,Private room,180,2,18
12693,Private room,110,2,0
12694,Private room,62,1,245
12695,Entire home/apt,239,30,0
12696,Entire home/apt,112,3,16
12697,Entire home/apt,250,3,1
12698,Entire home/apt,140,2,72
12699,Entire home/apt,550,30,0
12700,Entire home/apt,200,3,0
12701,Entire home/apt,175,2,51
12702,Private room,78,1,0
12703,Private room,550,30,2
12704,Entire home/apt,105,1,100
12705,Private room,85,1,142
12706,Private room,70,2,1
12707,Private room,80,5,58
12708,Entire home/apt,139,30,71
12709,Private room,199,2,22
12710,Entire home/apt,125,1,0
12711,Entire home/apt,66,106,2
12712,Private room,100,6,0
12713,Entire home/apt,129,1,6
12714,Private room,100,1,2
12715,Entire home/apt,185,3,2
12716,Private room,250,30,3
12717,Entire home/apt,179,3,40
12718,Private room,64,2,68
12719,Entire home/apt,250,1,50
12720,Private room,68,1,102
12721,Entire home/apt,225,1,34
12722,Entire home/apt,130,3,127
12723,Entire home/apt,425,30,1
12724,Entire home/apt,299,1,4
12725,Entire home/apt,175,2,77
12726,Entire home/apt,150,3,5
12727,Private room,120,1,1
12728,Entire home/apt,123,2,2
12729,Entire home/apt,110,4,4
12730,Entire home/apt,100,2,8
12731,Shared room,35,1,0
12732,Entire home/apt,325,30,1
12733,Private room,95,5,2
12734,Entire home/apt,70,5,2
12735,Shared room,69,1,10
12736,Entire home/apt,200,3,0
12737,Entire home/apt,140,3,102
12738,Private room,50,1,9
12739,Entire home/apt,150,3,2
12740,Private room,135,2,109
12741,Private room,50,4,0
12742,Entire home/apt,115,3,8
12743,Private room,99,3,8
12744,Private room,57,9,0
12745,Shared room,75,1,131
12746,Entire home/apt,209,30,0
12747,Entire home/apt,100,5,1
12748,Entire home/apt,398,3,29
12749,Private room,130,1,24
12750,Entire home/apt,132,8,0
12751,Entire home/apt,225,1,1
12752,Entire home/apt,150,2,3
12753,Entire home/apt,240,3,1
12754,Private room,90,2,1
12755,Private room,120,3,6
12756,Private room,170,1,3
12757,Private room,89,2,0
12758,Private room,95,3,6
