age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,35,<=50K
45,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,36,<=50K
34,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,36,>50K
33,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K
28,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,50,<=50K
32,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,50,>50K
62,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
56,Private,11th,Married-civ-spouse,Tech-support,Wife,Black,Female,40,<=50K
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K
45,Private,10th,Divorced,Other-service,Unmarried,Black,Female,40,<=50K
42,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
36,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,30,<=50K
45,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
31,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
43,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,<=50K
81,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,15,<=50K
49,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
46,Self-emp-not-inc,Bachelors,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,60,>50K
20,?,Some-college,Never-married,?,Own-child,White,Male,25,<=50K
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,<=50K
30,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
22,?,5th-6th,Married-civ-spouse,?,Wife,Other,Female,40,<=50K
25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K
29,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
32,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,<=50K
31,Private,Bachelors,Divorced,Handlers-cleaners,Own-child,White,Male,40,<=50K
34,Private,9th,Separated,Machine-op-inspct,Unmarried,White,Female,35,<=50K
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,25,<=50K
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,>50K
37,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,32,>50K
56,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,>50K
20,Private,Some-college,Separated,Sales,Unmarried,Black,Female,40,<=50K
79,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,20,<=50K
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,24,<=50K
45,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,50,>50K
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,25,<=50K
43,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K
19,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,30,<=50K
43,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K
36,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,40,<=50K
23,Private,Some-college,Separated,Sales,Unmarried,White,Female,40,<=50K
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
59,Private,7th-8th,Divorced,Transport-moving,Not-in-family,White,Male,40,<=50K
27,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,40,<=50K
18,Private,11th,Never-married,Sales,Own-child,White,Female,40,<=50K
43,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K
63,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
44,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K
36,Private,HS-grad,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,60,<=50K
51,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,>50K
42,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
22,?,HS-grad,Never-married,?,Unmarried,Black,Male,45,<=50K
51,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,40,<=50K
64,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
18,?,HS-grad,Never-married,?,Own-child,White,Male,20,<=50K
50,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K
49,Private,11th,Divorced,Machine-op-inspct,Unmarried,Black,Female,35,<=50K
49,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,35,<=50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
66,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,30,<=50K
42,Private,Some-college,Married-civ-spouse,Other-service,Wife,Black,Female,30,<=50K
34,Self-emp-not-inc,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,25,<=50K
50,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K
29,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K
61,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,>50K
25,?,HS-grad,Never-married,?,Unmarried,Black,Female,40,<=50K
33,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K
31,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,46,<=50K
19,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K
45,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,<=50K
52,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K
67,Private,1st-4th,Widowed,Machine-op-inspct,Not-in-family,White,Female,34,<=50K
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10,<=50K
29,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,34,<=50K
24,Self-emp-inc,Some-college,Never-married,Transport-moving,Own-child,White,Male,40,<=50K
22,Private,Assoc-voc,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,<=50K
43,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
20,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K
34,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Black,Male,48,<=50K
45,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K
55,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,40,<=50K
47,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K
26,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40,<=50K
67,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,70,<=50K
58,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,>50K
27,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
41,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K
26,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,40,<=50K
44,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
46,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
51,Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
36,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,>50K
59,Private,Some-college,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,16,>50K
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male,20,<=50K
23,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,30,<=50K
29,Private,Some-college,Divorced,Sales,Unmarried,White,Female,54,<=50K
25,?,Some-college,Never-married,?,Own-child,White,Male,40,<=50K
70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
51,Self-emp-not-inc,Assoc-acdm,Separated,Sales,Not-in-family,Black,Male,30,<=50K
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,40,<=50K
25,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K
42,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,40,<=50K
33,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K
41,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,37,<=50K
42,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,>50K
64,?,Assoc-voc,Married-civ-spouse,?,Wife,White,Female,15,<=50K
40,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
23,Private,Some-college,Never-married,Sales,Own-child,White,Female,25,<=50K
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,<=50K
47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
34,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K
51,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
53,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
22,Private,HS-grad,Never-married,Sales,Not-in-family,Other,Male,45,<=50K
40,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,>50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,43,>50K
36,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,50,<=50K
24,Private,HS-grad,Separated,Machine-op-inspct,Own-child,Black,Female,40,<=50K
25,Private,Masters,Never-married,Sales,Not-in-family,White,Male,20,<=50K
32,Private,Some-college,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K
59,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K
37,Private,9th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,<=50K
35,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
23,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Male,22,<=50K
38,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,60,<=50K
39,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K
41,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
31,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
42,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,45,<=50K
24,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,40,<=50K
22,?,Some-college,Never-married,?,Not-in-family,Black,Female,35,<=50K
47,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K
53,Private,12th,Divorced,Farming-fishing,Own-child,White,Male,40,<=50K
26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
52,Private,7th-8th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,<=50K
50,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K
62,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
29,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,35,<=50K
48,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K
26,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,35,<=50K
24,Private,9th,Divorced,Other-service,Own-child,White,Female,35,<=50K
18,Private,11th,Never-married,Other-service,Own-child,White,Male,15,<=50K
40,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,40,<=50K
40,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,<=50K
34,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
40,Private,Bachelors,Married-spouse-absent,Sales,Not-in-family,White,Male,40,>50K
30,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,34,>50K
50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K
63,Private,10th,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,<=50K
45,Local-gov,HS-grad,Widowed,Protective-serv,Not-in-family,White,Male,40,>50K
50,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
22,Private,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,Black,Female,40,<=50K
33,Private,Assoc-acdm,Divorced,Exec-managerial,Own-child,White,Female,40,<=50K
31,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,<=50K
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
30,?,HS-grad,Never-married,?,Own-child,White,Male,30,<=50K
47,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
20,Federal-gov,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40,<=50K
38,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,48,<=50K
33,Private,HS-grad,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,<=50K
35,State-gov,HS-grad,Never-married,Other-service,Unmarried,Black,Female,40,<=50K
74,?,Some-college,Widowed,?,Not-in-family,White,Female,3,<=50K
36,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
65,Private,Masters,Separated,Exec-managerial,Not-in-family,Black,Male,20,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,<=50K
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,<=50K
51,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,70,<=50K
20,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,40,<=50K
35,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,>50K
24,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,45,<=50K
43,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,>50K
29,Private,Masters,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,42,<=50K
30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,22,<=50K
35,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,<=50K
56,?,Some-college,Never-married,?,Not-in-family,Black,Female,40,<=50K
33,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,50,<=50K
20,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,<=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
20,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,Male,40,<=50K
27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,>50K
34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
29,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,<=50K
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,30,<=50K
33,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,30,<=50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K
37,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Black,Male,32,<=50K
54,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,40,<=50K
17,Private,10th,Married-civ-spouse,Sales,Own-child,White,Female,30,<=50K
32,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K
34,Federal-gov,Assoc-acdm,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,60,>50K
47,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,8,>50K
51,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
28,State-gov,Bachelors,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,20,<=50K
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,>50K
26,Private,12th,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
57,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Male,60,>50K
32,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
18,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,37,<=50K
33,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K
31,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,36,<=50K
24,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K
30,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
39,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,<=50K
67,?,Some-college,Married-civ-spouse,?,Husband,White,Male,40,>50K
56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
22,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,35,<=50K
23,?,10th,Married-civ-spouse,?,Wife,White,Female,40,<=50K
23,Private,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,40,<=50K
26,Self-emp-not-inc,5th-6th,Never-married,Prof-specialty,Unmarried,White,Male,14,<=50K
49,Private,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,78,>50K
33,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K
38,Private,10th,Never-married,Other-service,Not-in-family,White,Male,40,<=50K
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K
58,Federal-gov,11th,Divorced,Craft-repair,Not-in-family,Black,Female,40,>50K
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,>50K
17,Local-gov,9th,Never-married,Other-service,Own-child,White,Male,45,<=50K
66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
31,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,<=50K
30,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K
54,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Male,40,<=50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,<=50K
22,Private,11th,Never-married,Sales,Unmarried,White,Female,25,<=50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,<=50K
50,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K
27,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,<=50K
39,Private,11th,Married-civ-spouse,Other-service,Husband,Other,Male,40,<=50K
26,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,<=50K
44,Self-emp-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,33,<=50K
36,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
27,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K
27,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
35,State-gov,HS-grad,Never-married,Tech-support,Own-child,White,Male,40,<=50K
44,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,<=50K
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,<=50K
24,?,Some-college,Never-married,?,Unmarried,White,Male,40,<=50K
47,Private,1st-4th,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,12,<=50K
63,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,>50K
51,Private,7th-8th,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40,<=50K
40,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,72,>50K
27,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K
41,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,80,<=50K
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
62,?,HS-grad,Never-married,?,Not-in-family,White,Male,40,<=50K
17,Private,11th,Never-married,Sales,Own-child,White,Female,9,<=50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,>50K
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
22,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
37,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K
51,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,38,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
48,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,30,<=50K
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K
18,Private,HS-grad,Never-married,Sales,Other-relative,White,Female,30,<=50K
27,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,40,>50K
54,Private,Some-college,Divorced,Protective-serv,Unmarried,White,Female,40,<=50K
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,98,<=50K
26,Private,9th,Never-married,Other-service,Own-child,White,Female,38,<=50K
29,?,Some-college,Divorced,?,Unmarried,White,Female,40,<=50K
51,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,<=50K
42,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
19,Private,11th,Never-married,Other-service,Own-child,White,Female,28,<=50K
47,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,30,<=50K
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,20,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,24,<=50K
30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,40,<=50K
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,<=50K
39,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,50,<=50K
43,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,45,>50K
60,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
71,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,>50K
25,Private,Some-college,Never-married,Sales,Own-child,Black,Female,30,<=50K
36,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K
45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,30,<=50K
22,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,35,<=50K
27,Private,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,40,<=50K
67,Self-emp-not-inc,Bachelors,Widowed,Sales,Not-in-family,White,Male,30,<=50K
22,Private,11th,Widowed,Sales,Own-child,Black,Female,35,<=50K
28,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,42,>50K
37,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,>50K
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,>50K
25,Private,10th,Separated,Other-service,Own-child,White,Female,25,<=50K
47,Local-gov,Some-college,Never-married,Other-service,Own-child,White,Female,20,<=50K
39,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,12,<=50K
33,Private,10th,Never-married,Other-service,Own-child,Black,Male,20,<=50K
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K
26,Private,12th,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K
45,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
58,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,40,<=50K
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,46,<=50K
32,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,65,<=50K
25,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,55,<=50K
21,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,35,<=50K
61,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,<=50K
30,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K
23,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,30,<=50K
41,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
30,Federal-gov,9th,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K
