age,education,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,income
38,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
65,Masters,Never-married,Prof-specialty,Not-in-family,Male,0,0,20,<=50K
71,7th-8th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,32,<=50K
45,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,0,50,<=50K
29,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,20,<=50K
49,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,15024,0,58,>50K
27,Assoc-acdm,Never-married,Tech-support,Not-in-family,Male,0,0,50,<=50K
32,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,>50K
30,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
27,Bachelors,Never-married,Tech-support,Not-in-family,Female,0,0,40,<=50K
22,Bachelors,Never-married,Prof-specialty,Unmarried,Female,0,0,40,<=50K
54,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
38,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,3137,0,40,<=50K
40,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
48,Some-college,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
30,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
23,HS-grad,Never-married,Adm-clerical,Not-in-family,Male,0,0,55,<=50K
32,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,>50K
31,HS-grad,Never-married,Protective-serv,Not-in-family,Male,0,0,37,<=50K
32,Masters,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,<=50K
19,Some-college,Never-married,Adm-clerical,Own-child,Male,0,0,50,<=50K
21,5th-6th,Never-married,Craft-repair,Other-relative,Male,0,0,40,<=50K
24,Some-college,Never-married,Handlers-cleaners,Other-relative,Male,0,0,30,<=50K
18,HS-grad,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
33,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,55,<=50K
52,Masters,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
47,7th-8th,Divorced,Other-service,Other-relative,Female,0,0,40,<=50K
38,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
26,10th,Divorced,Sales,Unmarried,Female,0,0,55,<=50K
35,HS-grad,Divorced,Transport-moving,Unmarried,Male,0,0,40,<=50K
17,11th,Never-married,Handlers-cleaners,Own-child,Male,0,0,12,<=50K
24,Bachelors,Never-married,Prof-specialty,Other-relative,Female,0,0,40,<=50K
38,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
42,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,55,>50K
67,10th,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
30,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Male,0,0,40,<=50K
40,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
30,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,<=50K
33,HS-grad,Divorced,Prof-specialty,Not-in-family,Female,0,0,45,<=50K
52,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,35,>50K
23,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,55,>50K
63,HS-grad,Married-civ-spouse,?,Husband,Male,0,0,30,>50K
31,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
24,HS-grad,Never-married,Machine-op-inspct,Unmarried,Female,0,0,25,<=50K
36,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,65,<=50K
56,Some-college,Divorced,Exec-managerial,Not-in-family,Female,0,0,38,<=50K
49,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,<=50K
53,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,>50K
57,Bachelors,Married-civ-spouse,Sales,Husband,Male,15024,0,40,>50K
26,Some-college,Never-married,Adm-clerical,Not-in-family,Male,0,0,30,<=50K
49,Some-college,Divorced,Prof-specialty,Unmarried,Male,0,0,40,<=50K
17,12th,Never-married,Prof-specialty,Own-child,Male,0,0,35,<=50K
31,Some-college,Never-married,Exec-managerial,Not-in-family,Female,0,0,65,<=50K
67,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,<=50K
59,HS-grad,Divorced,Craft-repair,Not-in-family,Female,0,0,40,<=50K
44,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,>50K
37,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,35,>50K
26,1st-4th,Never-married,Machine-op-inspct,Own-child,Male,0,0,50,<=50K
22,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,0,0,30,<=50K
24,Bachelors,Never-married,Farming-fishing,Own-child,Female,0,0,70,<=50K
25,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,0,0,10,<=50K
40,HS-grad,Separated,Adm-clerical,Unmarried,Female,0,0,40,<=50K
40,Assoc-acdm,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
40,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,>50K
40,Some-college,Never-married,Other-service,Own-child,Male,0,0,35,<=50K
78,HS-grad,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
56,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,>50K
76,7th-8th,Widowed,Other-service,Unmarried,Male,0,0,24,<=50K
23,Some-college,Never-married,Sales,Own-child,Female,0,0,40,<=50K
29,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
23,Some-college,Never-married,Other-service,Own-child,Male,0,0,10,<=50K
18,Some-college,Never-married,?,Own-child,Male,0,0,15,<=50K
58,Some-college,Widowed,Other-service,Not-in-family,Male,2437,0,6,<=50K
22,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
25,11th,Separated,Other-service,Not-in-family,Male,0,0,5,<=50K
19,HS-grad,Never-married,Transport-moving,Own-child,Male,0,0,25,<=50K
74,HS-grad,Widowed,Farming-fishing,Not-in-family,Female,0,0,25,<=50K
36,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,38,<=50K
23,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
35,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
30,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,2002,54,>50K
59,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,<=50K
46,Some-college,Divorced,Prof-specialty,Not-in-family,Female,0,0,38,<=50K
51,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
21,7th-8th,Never-married,?,Not-in-family,Male,0,0,40,<=50K
55,Some-college,Divorced,Other-service,Not-in-family,Male,0,0,30,<=50K
53,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,45,<=50K
31,Bachelors,Never-married,Sales,Own-child,Female,0,0,60,<=50K
51,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,>50K
33,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,57,<=50K
45,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,>50K
31,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,0,75,<=50K
41,Bachelors,Divorced,Sales,Not-in-family,Female,0,0,60,<=50K
32,11th,Never-married,Other-service,Unmarried,Male,0,0,40,<=50K
62,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,<=50K
37,Prof-school,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,>50K
55,HS-grad,Married-civ-spouse,?,Wife,Female,4908,0,32,<=50K
18,HS-grad,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
32,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,2829,0,40,<=50K
51,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,15024,0,56,>50K
30,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,>50K
52,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,4386,0,40,>50K
29,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
31,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
36,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,<=50K
42,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
36,Bachelors,Divorced,Prof-specialty,Unmarried,Male,0,0,60,<=50K
29,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,45,>50K
23,Bachelors,Never-married,Prof-specialty,Own-child,Female,0,0,40,<=50K
47,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
64,HS-grad,Widowed,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
67,Assoc-acdm,Never-married,Sales,Not-in-family,Female,0,0,40,<=50K
41,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,>50K
33,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,<=50K
28,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
30,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,<=50K
27,11th,Divorced,Craft-repair,Unmarried,Male,0,0,6,<=50K
32,HS-grad,Divorced,Sales,Not-in-family,Male,0,0,50,<=50K
42,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
44,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
20,HS-grad,Never-married,Other-service,Own-child,Male,0,0,20,<=50K
38,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
23,Bachelors,Never-married,Adm-clerical,Own-child,Female,0,0,50,<=50K
50,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
40,Bachelors,Divorced,Prof-specialty,Unmarried,Female,0,0,40,<=50K
67,1st-4th,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,32,<=50K
28,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,49,<=50K
25,HS-grad,Divorced,Other-service,Not-in-family,Male,0,0,55,<=50K
18,HS-grad,Never-married,Sales,Not-in-family,Male,0,0,45,<=50K
45,9th,Married-spouse-absent,Machine-op-inspct,Not-in-family,Female,0,0,40,<=50K
23,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,30,<=50K
17,12th,Never-married,Handlers-cleaners,Own-child,Male,0,0,25,<=50K
20,Some-college,Never-married,Sales,Not-in-family,Male,0,0,50,<=50K
42,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,30,<=50K
56,10th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
44,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
56,HS-grad,Divorced,Other-service,Unmarried,Female,0,0,40,<=50K
32,Masters,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,>50K
31,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
60,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
55,12th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,<=50K
44,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,>50K
51,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,>50K
23,HS-grad,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
28,HS-grad,Divorced,Sales,Own-child,Female,0,1302,40,<=50K
29,HS-grad,Never-married,Craft-repair,Not-in-family,Male,0,0,35,<=50K
32,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
27,Assoc-voc,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,<=50K
38,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,>50K
32,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,0,0,50,<=50K
38,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,40,>50K
41,10th,Never-married,Handlers-cleaners,Not-in-family,Female,0,0,40,<=50K
30,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
38,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,0,0,60,>50K
19,Some-college,Never-married,?,Not-in-family,Male,0,0,40,<=50K
28,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,40,>50K
68,5th-6th,Widowed,Priv-house-serv,Unmarried,Female,2212,0,41,<=50K
33,HS-grad,Divorced,Adm-clerical,Unmarried,Female,0,0,40,<=50K
26,11th,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,<=50K
72,1st-4th,Married-civ-spouse,Other-service,Husband,Male,0,0,38,<=50K
45,HS-grad,Never-married,Other-service,Unmarried,Male,0,0,45,<=50K
24,Some-college,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,46,<=50K
54,Some-college,Widowed,Exec-managerial,Unmarried,Female,0,0,20,<=50K
23,11th,Never-married,Farming-fishing,Own-child,Male,0,0,40,<=50K
56,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,<=50K
64,Some-college,Widowed,Other-service,Not-in-family,Female,0,0,40,<=50K
53,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,10,<=50K
64,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,15024,0,30,>50K
62,10th,Divorced,?,Not-in-family,Female,0,0,40,<=50K
29,11th,Never-married,Handlers-cleaners,Own-child,Male,0,0,25,<=50K
33,10th,Never-married,Sales,Other-relative,Female,0,0,40,<=50K
19,Assoc-acdm,Never-married,?,Own-child,Female,0,0,20,<=50K
18,11th,Never-married,Sales,Own-child,Female,0,0,14,<=50K
48,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,48,>50K
34,1st-4th,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,<=50K
51,12th,Married-civ-spouse,Transport-moving,Husband,Male,7688,0,76,>50K
38,Some-college,Divorced,Craft-repair,Not-in-family,Female,0,0,40,<=50K
33,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
30,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
49,10th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,50,>50K
38,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,<=50K
31,HS-grad,Never-married,Craft-repair,Unmarried,Male,0,0,40,<=50K
24,Bachelors,Never-married,Adm-clerical,Own-child,Male,0,0,40,<=50K
75,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,28,<=50K
19,HS-grad,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
70,Some-college,Divorced,Tech-support,Unmarried,Male,0,0,40,<=50K
36,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,<=50K
38,HS-grad,Married-spouse-absent,Protective-serv,Unmarried,Male,0,0,50,<=50K
48,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
56,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,<=50K
33,Assoc-voc,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
32,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,60,<=50K
18,9th,Never-married,Other-service,Other-relative,Female,0,0,25,<=50K
33,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
35,Assoc-acdm,Never-married,Sales,Not-in-family,Female,0,0,25,<=50K
32,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Female,0,0,55,<=50K
55,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
41,Assoc-voc,Divorced,Prof-specialty,Not-in-family,Female,0,0,20,<=50K
18,Some-college,Never-married,?,Own-child,Female,0,1602,20,<=50K
35,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,<=50K
26,HS-grad,Separated,Sales,Own-child,Female,0,0,35,<=50K
30,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,<=50K
46,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
49,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,<=50K
58,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
35,Some-college,Married-civ-spouse,Farming-fishing,Husband,Male,0,1977,84,>50K
24,HS-grad,Never-married,Transport-moving,Not-in-family,Male,0,0,40,<=50K
23,HS-grad,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,<=50K
51,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,<=50K
55,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
21,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,40,<=50K
42,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
41,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,35,<=50K
30,9th,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,40,>50K
36,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
36,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,<=50K
33,HS-grad,Married-spouse-absent,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
58,9th,Married-civ-spouse,Prof-specialty,Wife,Female,0,1574,41,<=50K
62,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,2962,0,50,<=50K
28,10th,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
28,HS-grad,Never-married,Other-service,Not-in-family,Male,0,0,70,<=50K
25,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,58,>50K
20,Some-college,Never-married,Adm-clerical,Own-child,Female,0,0,25,<=50K
33,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,>50K
24,Some-college,Never-married,Farming-fishing,Not-in-family,Male,0,0,50,<=50K
37,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,<=50K
54,Some-college,Never-married,Prof-specialty,Unmarried,Female,0,0,30,<=50K
28,Some-college,Divorced,Adm-clerical,Unmarried,Female,0,0,35,<=50K
30,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,<=50K
18,Some-college,Never-married,Sales,Not-in-family,Female,0,0,15,<=50K
33,Bachelors,Never-married,Sales,Not-in-family,Female,0,0,35,>50K
29,5th-6th,Divorced,Sales,Unmarried,Female,0,0,40,<=50K
45,10th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,99,<=50K
50,Some-college,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
49,10th,Divorced,Other-service,Unmarried,Female,0,0,37,<=50K
22,HS-grad,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
61,Some-college,Widowed,?,Not-in-family,Female,0,0,8,<=50K
45,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
41,HS-grad,Divorced,Other-service,Not-in-family,Female,0,0,40,<=50K
37,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,15024,0,40,>50K
65,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,40,>50K
41,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1740,40,<=50K
49,HS-grad,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
18,12th,Never-married,Sales,Own-child,Male,0,0,35,<=50K
71,HS-grad,Divorced,Other-service,Not-in-family,Female,0,0,5,<=50K
29,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,0,2319,50,>50K
43,HS-grad,Married-spouse-absent,Tech-support,Not-in-family,Female,0,0,38,<=50K
25,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,<=50K
50,Bachelors,Divorced,Other-service,Not-in-family,Female,0,0,12,<=50K
64,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,<=50K
30,Masters,Never-married,Exec-managerial,Own-child,Female,0,0,50,<=50K
25,11th,Never-married,Craft-repair,Own-child,Male,0,0,40,<=50K
44,HS-grad,Divorced,Transport-moving,Unmarried,Male,0,0,50,>50K
30,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,<=50K
32,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,20,<=50K
24,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,20,<=50K
49,Some-college,Divorced,Exec-managerial,Not-in-family,Male,0,0,54,<=50K
46,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,7688,0,45,>50K
27,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,20,>50K
37,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,70,>50K
35,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
17,11th,Never-married,Other-service,Other-relative,Female,0,0,35,<=50K
37,Bachelors,Never-married,?,Own-child,Male,0,0,35,<=50K
51,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,>50K
53,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1885,40,>50K
45,Some-college,Divorced,Exec-managerial,Unmarried,Female,0,0,40,<=50K
41,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,<=50K
28,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,<=50K
29,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,>50K
41,5th-6th,Married-civ-spouse,Adm-clerical,Other-relative,Female,0,0,40,<=50K
34,Some-college,Married-civ-spouse,?,Wife,Female,0,0,32,<=50K
32,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,55,>50K
36,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,0,0,35,<=50K
30,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,50,<=50K
36,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,40,<=50K
40,Prof-school,Never-married,Prof-specialty,Not-in-family,Male,0,0,30,>50K
29,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,<=50K
32,11th,Never-married,Other-service,Not-in-family,Female,0,0,40,<=50K
24,10th,Never-married,Other-service,Not-in-family,Female,0,0,25,<=50K
37,HS-grad,Never-married,Adm-clerical,Unmarried,Female,0,0,40,<=50K
19,Some-college,Never-married,Craft-repair,Own-child,Male,0,0,15,<=50K
23,9th,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
45,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,<=50K
42,Masters,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,<=50K
28,Bachelors,Never-married,Prof-specialty,Own-child,Male,0,0,40,<=50K
57,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,<=50K
30,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,0,0,48,>50K
38,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,40,<=50K
34,Some-college,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,45,>50K
38,Assoc-voc,Divorced,Exec-managerial,Not-in-family,Female,0,0,45,<=50K
21,HS-grad,Never-married,Sales,Not-in-family,Male,0,0,55,>50K
28,Assoc-acdm,Never-married,Tech-support,Not-in-family,Female,0,0,40,<=50K
27,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,<=50K
20,Bachelors,Married-civ-spouse,Protective-serv,Wife,Female,0,0,40,>50K
18,11th,Never-married,Sales,Own-child,Female,0,0,12,<=50K
46,Masters,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,>50K
44,HS-grad,Divorced,Craft-repair,Not-in-family,Male,0,0,60,<=50K
67,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,3,<=50K
41,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,<=50K
19,Assoc-acdm,Never-married,?,Own-child,Female,0,0,40,<=50K
49,11th,Divorced,Craft-repair,Not-in-family,Female,0,0,35,<=50K
42,HS-grad,Divorced,Exec-managerial,Unmarried,Male,0,0,40,<=50K
28,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,>50K
31,HS-grad,Separated,Sales,Unmarried,Female,0,0,61,<=50K
34,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,>50K
47,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,60,>50K
32,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Male,0,0,35,>50K
46,Some-college,Separated,Sales,Unmarried,Female,0,0,12,<=50K
58,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,>50K
30,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,<=50K
80,Some-college,Married-civ-spouse,Other-service,Husband,Male,0,0,35,<=50K
53,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,72,<=50K
19,Some-college,Never-married,Other-service,Own-child,Male,0,0,24,<=50K
63,HS-grad,Widowed,Other-service,Not-in-family,Female,0,0,45,<=50K
61,HS-grad,Married-spouse-absent,Sales,Not-in-family,Female,0,0,40,<=50K
39,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Female,0,0,35,<=50K
31,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,>50K
19,Some-college,Never-married,?,Own-child,Female,0,0,10,<=50K
24,Some-college,Never-married,Sales,Own-child,Female,0,0,45,<=50K
22,Some-college,Never-married,Other-service,Not-in-family,Male,0,0,40,<=50K
28,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,<=50K
36,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,40,>50K
57,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,42,<=50K
18,HS-grad,Never-married,Adm-clerical,Own-child,Male,0,0,40,<=50K
47,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,>50K
26,Some-college,Never-married,Other-service,Own-child,Female,0,0,40,<=50K
35,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,15024,0,76,>50K
18,11th,Never-married,Sales,Own-child,Male,0,0,25,<=50K
55,Some-college,Divorced,Exec-managerial,Not-in-family,Female,3174,0,40,<=50K
47,Assoc-acdm,Never-married,Craft-repair,Other-relative,Male,0,0,40,<=50K
37,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,<=50K
40,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,>50K
27,HS-grad,Never-married,Priv-house-serv,Own-child,Female,0,0,15,<=50K
24,HS-grad,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,<=50K
17,11th,Never-married,?,Own-child,Male,0,0,16,<=50K
31,Some-college,Never-married,Other-service,Own-child,Male,0,0,25,<=50K
53,Bachelors,Divorced,Exec-managerial,Not-in-family,Female,2202,0,40,<=50K
27,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,>50K
22,11th,Never-married,?,Own-child,Male,0,0,40,<=50K
41,HS-grad,Divorced,Transport-moving,Unmarried,Female,0,0,40,<=50K
57,Doctorate,Never-married,Sales,Not-in-family,Male,99999,0,70,>50K
