workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,48,>50K,
Private,Preschool,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,<=50K,31
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,Male,38,<=50K,35
Private,HS-grad,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,20,<=50K,25
Private,Assoc-acdm,Separated,Exec-managerial,Not-in-family,White,Female,50,<=50K,
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,>50K,
Private,HS-grad,Divorced,Sales,Unmarried,White,Female,45,>50K,
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,11th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,>50K,
?,10th,Married-civ-spouse,?,Husband,White,Male,40,<=50K,54
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
Private,11th,Never-married,Other-service,Own-child,White,Female,40,<=50K,17
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,46
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,46
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,<=50K,
Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,>50K,34
Self-emp-inc,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20,<=50K,27
Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,21,<=50K,30
Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,<=50K,43
Local-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,48,<=50K,
Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,58
Self-emp-inc,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,40,<=50K,54
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,>50K,
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40,<=50K,23
Federal-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,35
Private,11th,Never-married,Transport-moving,Own-child,White,Female,16,<=50K,18
Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,45,<=50K,23
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,84,<=50K,38
?,HS-grad,Separated,?,Own-child,Black,Female,40,<=50K,51
Self-emp-not-inc,9th,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,53
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,35,<=50K,28
Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,40,<=50K,23
Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,25,<=50K,
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,
Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,<=50K,18
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,35
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K,33
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,>50K,
State-gov,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,52,<=50K,25
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,<=50K,35
Private,Some-college,Divorced,Prof-specialty,Own-child,White,Female,40,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Local-gov,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,50,<=50K,
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,>50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,27
Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,<=50K,23
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,30
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,37
Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,Black,Male,45,<=50K,
?,HS-grad,Widowed,?,Unmarried,White,Female,32,<=50K,56
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,60,<=50K,19
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,37
Local-gov,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,49
?,Some-college,Never-married,?,Not-in-family,Black,Female,38,<=50K,34
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,33
Private,Assoc-voc,Never-married,Other-service,Own-child,White,Female,40,<=50K,26
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,31
Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,>50K,
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,20,<=50K,21
Private,Assoc-acdm,Married-civ-spouse,Tech-support,Wife,White,Female,35,>50K,
Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,50,<=50K,45
Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,40,<=50K,21
Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,47
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Female,40,<=50K,29
Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,Black,Female,20,<=50K,60
?,Bachelors,Divorced,?,Unmarried,White,Female,25,<=50K,31
Self-emp-not-inc,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,30,<=50K,29
Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,38,<=50K,30
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,40,<=50K,22
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,>50K,25
?,10th,Married-civ-spouse,?,Wife,White,Female,15,<=50K,37
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,99,<=50K,43
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,<=50K,37
Federal-gov,11th,Never-married,Other-service,Own-child,White,Male,32,<=50K,26
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,>50K,
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,12th,Never-married,Machine-op-inspct,Own-child,Black,Male,48,<=50K,37
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,
Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,20,<=50K,22
Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,40,<=50K,
Private,HS-grad,Never-married,Sales,Unmarried,White,Female,30,<=50K,
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,
Local-gov,HS-grad,Separated,Exec-managerial,Not-in-family,White,Female,15,<=50K,
State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,23
Private,Bachelors,Never-married,Sales,Not-in-family,Black,Female,40,<=50K,25
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K,57
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,44
Private,12th,Never-married,Adm-clerical,Own-child,Black,Male,20,<=50K,19
Self-emp-not-inc,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,<=50K,40
Private,10th,Divorced,Exec-managerial,Own-child,White,Female,40,<=50K,43
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,34
Private,7th-8th,Divorced,Other-service,Own-child,White,Male,46,<=50K,
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,<=50K,30
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,40
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,96,<=50K,39
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,53
Self-emp-inc,Prof-school,Widowed,Prof-specialty,Not-in-family,White,Female,66,>50K,
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,50,<=50K,28
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,25
Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,Female,38,<=50K,
Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,20,<=50K,23
Self-emp-not-inc,Assoc-voc,Divorced,Farming-fishing,Unmarried,White,Male,50,<=50K,
Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K,
?,HS-grad,Divorced,?,Unmarried,White,Female,50,<=50K,30
Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,<=50K,39
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,98,>50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,25
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,22
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,41
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,<=50K,38
Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,22
Local-gov,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,35,<=50K,28
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,28,<=50K,17
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,65,<=50K,41
Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,35,<=50K,26
?,Assoc-acdm,Never-married,?,Own-child,White,Male,50,<=50K,22
?,HS-grad,Widowed,?,Unmarried,White,Female,35,<=50K,38
Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,
Federal-gov,Some-college,Never-married,Sales,Not-in-family,White,Male,40,<=50K,18
State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,27
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,44,<=50K,37
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,40,<=50K,27
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,35,<=50K,23
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,>50K,39
Private,9th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,54
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,<=50K,62
Private,9th,Never-married,Transport-moving,Not-in-family,White,Male,55,<=50K,42
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,68
Private,Bachelors,Divorced,Sales,Unmarried,White,Female,25,<=50K,50
Private,Prof-school,Never-married,Adm-clerical,Not-in-family,White,Male,50,>50K,
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,27
Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,41,<=50K,58
Private,10th,Divorced,Sales,Unmarried,White,Female,40,<=50K,
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Local-gov,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,<=50K,61
Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,36,<=50K,58
?,11th,Widowed,?,Unmarried,Black,Female,40,<=50K,
Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,57
Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,49
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,36
Private,Doctorate,Widowed,Exec-managerial,Not-in-family,White,Female,50,>50K,
Private,Assoc-voc,Never-married,Sales,Own-child,White,Male,40,<=50K,35
Private,7th-8th,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,
Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,60,<=50K,26
Private,Masters,Never-married,Tech-support,Not-in-family,White,Female,40,<=50K,34
?,Masters,Married-civ-spouse,?,Husband,White,Male,40,>50K,36
?,Some-college,Never-married,?,Own-child,White,Female,40,<=50K,21
Private,Bachelors,Widowed,Adm-clerical,Unmarried,Black,Female,40,<=50K,
Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Unmarried,White,Male,60,<=50K,37
State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,
Local-gov,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,40,<=50K,24
Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,40,<=50K,30
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,43
State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,45,>50K,
Local-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,15,<=50K,21
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,
Federal-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,42,>50K,40
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,<=50K,
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,53
Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,36,<=50K,22
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,50,>50K,
Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,43,<=50K,50
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,31
Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,55,<=50K,34
State-gov,Some-college,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,40,<=50K,
Private,11th,Divorced,Craft-repair,Unmarried,White,Male,50,<=50K,42
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,46
Local-gov,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,
Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,30
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,65,>50K,
?,11th,Never-married,?,Own-child,White,Male,80,<=50K,17
Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,8,<=50K,43
?,HS-grad,Widowed,?,Not-in-family,White,Female,40,<=50K,
?,11th,Divorced,?,Not-in-family,White,Female,40,<=50K,58
?,Bachelors,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,30,<=50K,33
Private,10th,Divorced,Transport-moving,Not-in-family,White,Male,45,<=50K,
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,<=50K,
Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,42
Local-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,60,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,45,<=50K,27
Private,9th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,<=50K,25
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,Doctorate,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K,
State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,>50K,
Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,45,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,40
Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,22,<=50K,38
Private,HS-grad,Divorced,Other-service,Other-relative,White,Female,10,<=50K,
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,23
State-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,<=50K,30
Private,9th,Widowed,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,20,<=50K,27
Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K,
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,<=50K,46
Private,7th-8th,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,24
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,52
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,<=50K,30
Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,46
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,31
Self-emp-not-inc,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,<=50K,45
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,43,>50K,
Private,HS-grad,Separated,Other-service,Own-child,White,Female,40,<=50K,32
Federal-gov,Prof-school,Never-married,Prof-specialty,Unmarried,White,Male,40,<=50K,45
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,50
Self-emp-not-inc,Some-college,Widowed,Prof-specialty,Not-in-family,Black,Female,40,<=50K,77
Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,40,<=50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,<=50K,
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,50,<=50K,32
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,
Self-emp-not-inc,Assoc-acdm,Never-married,Craft-repair,Not-in-family,White,Male,60,>50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,72,>50K,
Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,37,<=50K,22
?,Some-college,Divorced,?,Not-in-family,Black,Female,20,>50K,49
Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,60,>50K,
Private,Assoc-voc,Never-married,Sales,Own-child,White,Female,16,<=50K,25
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,35
Private,Prof-school,Never-married,Prof-specialty,Own-child,White,Female,40,>50K,
Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K,49
Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,>50K,
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,13,<=50K,
Private,1st-4th,Never-married,Other-service,Other-relative,White,Male,45,<=50K,28
?,HS-grad,Never-married,?,Own-child,White,Male,40,<=50K,21
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,55,>50K,37
State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,61
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,25,<=50K,60
Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,45,>50K,
?,11th,Never-married,?,Own-child,White,Male,30,<=50K,17
Private,Some-college,Divorced,Tech-support,Other-relative,Other,Female,40,<=50K,
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,15,<=50K,45
Self-emp-inc,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Male,60,<=50K,
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,49
Self-emp-inc,HS-grad,Divorced,Other-service,Not-in-family,White,Male,35,<=50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K,
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,35,<=50K,29
?,10th,Never-married,?,Unmarried,Black,Male,20,<=50K,30
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,10th,Divorced,Other-service,Not-in-family,White,Female,40,<=50K,
Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,29
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,20,<=50K,26
Private,Some-college,Never-married,Sales,Own-child,White,Female,30,<=50K,19
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
?,Some-college,Married-civ-spouse,?,Wife,White,Female,40,<=50K,28
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,30,<=50K,18
Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,60,<=50K,52
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,37
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,<=50K,
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Male,40,<=50K,28
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,<=50K,31
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,>50K,
Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,48,<=50K,57
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,33
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,55,<=50K,51
Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Own-child,White,Female,40,<=50K,26
?,1st-4th,Married-civ-spouse,?,Husband,White,Male,20,<=50K,81
Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,34,<=50K,64
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,54
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,32
Federal-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K,
Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,<=50K,24
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,25
Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,20,<=50K,43
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,48
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,12th,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,24
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,50,<=50K,35
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,63
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,>50K,
?,Some-college,Never-married,?,Own-child,White,Female,35,<=50K,22
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,46
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,53
Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,35,<=50K,24
Private,Bachelors,Separated,Sales,Not-in-family,White,Male,40,<=50K,26
Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,49
State-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,55,<=50K,38
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,
State-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,46
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,45
Local-gov,HS-grad,Widowed,Other-service,Own-child,White,Female,40,<=50K,59
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,43
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,<=50K,
Private,Some-college,Divorced,Sales,Not-in-family,White,Female,33,<=50K,
?,Some-college,Never-married,?,Other-relative,Black,Male,40,<=50K,43
Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,>50K,46
Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,35,<=50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,>50K,
Private,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,55,<=50K,31
Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,<=50K,55
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,30,<=50K,51
Private,HS-grad,Divorced,Tech-support,Own-child,White,Male,50,<=50K,
Private,Masters,Widowed,Exec-managerial,Not-in-family,White,Male,55,>50K,
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,60,>50K,44
Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,>50K,44
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,45
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,10,<=50K,21
?,10th,Married-civ-spouse,?,Husband,White,Male,45,<=50K,39
Private,10th,Divorced,Handlers-cleaners,Other-relative,White,Female,37,<=50K,
?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,15,<=50K,55
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,38,<=50K,18
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,39
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,35
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,32,<=50K,42
