workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,50,<=50K,
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,60,>50K,32.0
Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,26,<=50K,
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,48.0
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,30.0
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,<=50K,51.0
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,20.0
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,35.0
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,35,<=50K,18.0
State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,45.0
Private,9th,Divorced,Machine-op-inspct,Not-in-family,White,Male,35,<=50K,
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,70,<=50K,32.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,>50K,
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,15,<=50K,
Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,23.0
Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,20,<=50K,18.0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,36.0
?,11th,Divorced,?,Not-in-family,Black,Female,40,<=50K,62.0
Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,30.0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,45.0
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,38.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K,30.0
Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,57.0
Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,60,>50K,
?,10th,Married-civ-spouse,?,Husband,White,Male,2,<=50K,67.0
Self-emp-not-inc,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,50,<=50K,
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,>50K,
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,38,<=50K,24.0
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,<=50K,23.0
Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,41.0
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,22,>50K,
?,Some-college,Never-married,?,Own-child,White,Male,20,<=50K,20.0
Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,25,<=50K,37.0
?,Assoc-voc,Divorced,?,Own-child,White,Male,50,<=50K,
Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,45.0
Private,10th,Separated,Sales,Unmarried,White,Female,38,<=50K,33.0
?,Bachelors,Widowed,?,Not-in-family,White,Female,8,<=50K,
Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,40,<=50K,
Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,<=50K,48.0
Private,12th,Separated,Craft-repair,Not-in-family,Black,Male,40,<=50K,41.0
Local-gov,Masters,Widowed,Prof-specialty,Unmarried,Black,Female,40,<=50K,
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,30,<=50K,23.0
?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,30,<=50K,44.0
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,40,<=50K,34.0
Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,50,<=50K,49.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,9th,Never-married,Craft-repair,Own-child,White,Female,16,<=50K,17.0
Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,26,<=50K,53.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,66,<=50K,32.0
Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,White,Male,45,<=50K,27.0
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,<=50K,34.0
Private,Some-college,Never-married,Sales,Own-child,White,Female,15,<=50K,18.0
Self-emp-not-inc,9th,Widowed,Other-service,Not-in-family,White,Female,40,<=50K,77.0
Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,60,>50K,
?,Some-college,Never-married,?,Own-child,White,Female,35,<=50K,22.0
Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,40,<=50K,23.0
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,36.0
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,>50K,
State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,43,<=50K,21.0
Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,56,<=50K,27.0
Private,Some-college,Married-civ-spouse,Other-service,Own-child,White,Female,40,>50K,
Private,9th,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,28.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,34,<=50K,53.0
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,15,<=50K,
Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Male,40,<=50K,39.0
Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,58,>50K,44.0
Local-gov,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K,
Private,11th,Never-married,Other-service,Own-child,White,Female,10,<=50K,17.0
Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,37.0
Private,Some-college,Never-married,Sales,Own-child,White,Male,40,<=50K,19.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,35,>50K,
?,Some-college,Never-married,?,Own-child,White,Female,35,<=50K,19.0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,33.0
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,<=50K,50.0
?,Some-college,Never-married,?,Unmarried,White,Male,10,<=50K,35.0
Self-emp-inc,HS-grad,Never-married,Sales,Own-child,White,Male,45,<=50K,
Private,12th,Never-married,Adm-clerical,Own-child,White,Female,30,<=50K,17.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,42.0
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,40,<=50K,24.0
Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,32.0
Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,<=50K,30.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,<=50K,36.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,<=50K,33.0
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K,24.0
Self-emp-not-inc,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,35,<=50K,26.0
Self-emp-inc,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,40,>50K,
Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,<=50K,18.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,23.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,55.0
Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,60,>50K,
Private,11th,Never-married,Sales,Own-child,White,Female,20,<=50K,17.0
Private,HS-grad,Married-spouse-absent,Other-service,Other-relative,Other,Male,40,<=50K,32.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,>50K,32.0
Private,11th,Never-married,Tech-support,Own-child,White,Male,40,<=50K,19.0
Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,40,<=50K,
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,15,<=50K,18.0
Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,<=50K,28.0
Self-emp-not-inc,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,60,<=50K,38.0
Private,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,40,>50K,60.0
Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,<=50K,19.0
Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,<=50K,37.0
Private,7th-8th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,<=50K,46.0
Private,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,20,<=50K,22.0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,33.0
Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,30,<=50K,33.0
Private,Masters,Married-civ-spouse,Other-service,Wife,White,Female,50,>50K,
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,48,>50K,
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,32.0
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,>50K,
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,50,<=50K,
Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,24,<=50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K,
Private,Bachelors,Never-married,Sales,Other-relative,White,Male,40,<=50K,24.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,44.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,>50K,
Private,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,50,<=50K,32.0
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,54,<=50K,
Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,10,<=50K,20.0
Private,HS-grad,Divorced,Farming-fishing,Unmarried,White,Male,50,<=50K,36.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,>50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,>50K,52.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,34.0
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Female,40,<=50K,19.0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,30,>50K,53.0
Federal-gov,Assoc-acdm,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,<=50K,31.0
Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,40,<=50K,
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,21.0
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,40,<=50K,21.0
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,20,<=50K,19.0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,44.0
Private,Some-college,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,40,<=50K,22.0
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,60.0
Private,5th-6th,Never-married,Machine-op-inspct,Unmarried,Other,Female,40,<=50K,28.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,45,<=50K,39.0
Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,35,<=50K,24.0
Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,40,<=50K,45.0
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,<=50K,25.0
Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,19.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,<=50K,44.0
Self-emp-not-inc,Some-college,Divorced,Sales,Not-in-family,White,Female,40,<=50K,50.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,36,>50K,53.0
Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,60,>50K,
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Female,39,>50K,62.0
Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,43,<=50K,58.0
?,9th,Never-married,?,Own-child,White,Female,25,<=50K,17.0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,7,>50K,49.0
Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,20,<=50K,22.0
Private,Assoc-acdm,Never-married,Exec-managerial,Unmarried,White,Female,55,<=50K,33.0
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,40,<=50K,
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,37.0
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,7th-8th,Never-married,Sales,Not-in-family,White,Male,43,<=50K,33.0
Private,9th,Never-married,Handlers-cleaners,Own-child,Black,Male,40,<=50K,25.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,32.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,<=50K,21.0
?,Assoc-voc,Widowed,?,Unmarried,White,Female,38,<=50K,
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,46.0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Other-service,Own-child,White,Male,32,<=50K,21.0
?,Some-college,Married-civ-spouse,?,Wife,White,Female,20,<=50K,48.0
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,30,<=50K,35.0
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,
Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Local-gov,1st-4th,Widowed,Handlers-cleaners,Unmarried,Black,Male,40,<=50K,58.0
Local-gov,11th,Widowed,Protective-serv,Unmarried,Black,Female,40,<=50K,54.0
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,30,<=50K,
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,<=50K,18.0
?,HS-grad,Never-married,?,Own-child,Black,Female,20,<=50K,18.0
Private,Some-college,Separated,Sales,Unmarried,White,Female,10,<=50K,43.0
Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,20,<=50K,
?,Some-college,Married-civ-spouse,?,Wife,White,Female,1,<=50K,62.0
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,<=50K,32.0
Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,<=50K,
Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,25,<=50K,29.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,43,<=50K,31.0
Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K,25.0
Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Male,40,<=50K,48.0
Private,HS-grad,Never-married,Craft-repair,Unmarried,Black,Male,40,<=50K,29.0
?,HS-grad,Never-married,?,Other-relative,Asian-Pac-Islander,Female,12,<=50K,19.0
Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,White,Female,40,<=50K,23.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,28.0
State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,38,<=50K,
Private,11th,Never-married,Other-service,Own-child,White,Male,20,<=50K,17.0
Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,<=50K,36.0
State-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,50,>50K,
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,<=50K,30.0
Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,20,<=50K,65.0
Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,40,<=50K,
Self-emp-not-inc,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,25,<=50K,34.0
Private,HS-grad,Divorced,Protective-serv,Own-child,White,Male,40,<=50K,
Private,Some-college,Never-married,Sales,Own-child,White,Female,18,<=50K,20.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,34,<=50K,47.0
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,30,<=50K,42.0
Private,HS-grad,Separated,Craft-repair,Unmarried,White,Female,40,<=50K,31.0
Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,50,<=50K,
Local-gov,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,62.0
Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,<=50K,23.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,<=50K,44.0
Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,40,<=50K,
Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,<=50K,31.0
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38,<=50K,
Private,Some-college,Separated,Machine-op-inspct,Unmarried,Black,Male,50,<=50K,38.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,<=50K,30.0
Self-emp-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,60,>50K,
Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,<=50K,
Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,<=50K,36.0
Private,11th,Never-married,Sales,Own-child,White,Female,20,<=50K,18.0
Self-emp-inc,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,>50K,
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,46.0
Private,Some-college,Never-married,Sales,Own-child,White,Male,40,<=50K,21.0
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,23.0
Private,Masters,Widowed,Prof-specialty,Unmarried,White,Male,60,<=50K,
?,Some-college,Married-civ-spouse,?,Wife,White,Female,40,>50K,
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,45.0
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Female,45,<=50K,24.0
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,<=50K,55.0
Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,54.0
Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,<=50K,
Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,39.0
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,>50K,42.0
Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,85,<=50K,40.0
Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,36,<=50K,25.0
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,30,<=50K,25.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,41,<=50K,
Private,Some-college,Never-married,Sales,Own-child,Black,Female,40,<=50K,21.0
Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Male,40,<=50K,
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,>50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,47.0
Private,12th,Never-married,Sales,Own-child,White,Female,8,<=50K,18.0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K,
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,50,<=50K,41.0
Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,35,<=50K,20.0
Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,37.0
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,<=50K,
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,<=50K,26.0
Private,Bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,45,<=50K,43.0
Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,<=50K,
?,Bachelors,Widowed,?,Not-in-family,White,Female,40,<=50K,
Private,HS-grad,Divorced,Sales,Own-child,White,Female,20,<=50K,48.0
Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,37.0
Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,19.0
Private,Masters,Never-married,Tech-support,Unmarried,White,Male,45,<=50K,30.0
Private,11th,Never-married,Exec-managerial,Not-in-family,White,Male,45,<=50K,
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,20.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,43,<=50K,49.0
Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,Black,Female,40,>50K,39.0
Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,31.0
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,33.0
Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,50,>50K,
Private,Assoc-acdm,Never-married,Sales,Unmarried,White,Male,50,<=50K,34.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,52.0
State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,>50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,32.0
?,11th,Never-married,?,Own-child,White,Female,18,<=50K,17.0
Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,30.0
Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,10,<=50K,21.0
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,35,<=50K,22.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,29.0
Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Male,45,<=50K,
State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,>50K,
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,<=50K,30.0
State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K,38.0
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,<=50K,
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,<=50K,32.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Local-gov,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Female,38,<=50K,
?,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,<=50K,74.0
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,45,<=50K,23.0
Private,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,45,<=50K,35.0
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,<=50K,60.0
?,7th-8th,Divorced,?,Not-in-family,White,Female,7,<=50K,
Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,45,>50K,
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Federal-gov,Bachelors,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,>50K,
Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,50,<=50K,26.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Self-emp-inc,Bachelors,Widowed,Exec-managerial,Not-in-family,White,Female,50,<=50K,
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,30,<=50K,69.0
Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,43,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20,<=50K,64.0
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,49.0
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,<=50K,
Private,Some-college,Separated,Tech-support,Unmarried,Black,Female,38,<=50K,56.0
Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,40,>50K,
Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,42.0
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,18,<=50K,55.0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,25.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,66.0
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,40,<=50K,32.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,35.0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,30,<=50K,52.0
